file_path,L_M_avg_HH_dist,L_M_avg_OO_dist,L_M_avg_OH_dist,L_M_avg_HO_dist,L_M_count_HH,L_M_count_OO,L_M_count_OH,L_M_count_HO,L_M_sum_of_count,M_U_avg_HH_dist,M_U_avg_OO_dist,M_U_avg_OH_dist,M_U_avg_HO_dist,M_U_count_HH,M_U_count_OO,M_U_count_OH,M_U_count_HO,M_U_sum_of_count
d:\New folder\project\results\3_layer\lower\r320\t6.0\t6.0_340_grid2.cif,2.378824815040834,2.265700463326878,2.568419771512901,2.30185545951126,3,4,4,10,21,2.347431478493917,2.437288195401754,2.2319587660162017,2.5315026048675184,8,4,6,8,26
d:\New folder\project\results\3_layer\lower\r320\t7.2\t7.2_220_grid3.cif,2.450804026137595,2.5409948336152914,1.8280376254338322,2.268602582644392,4,5,3,16,28,2.449420126677557,2.9677654111169436,2.3158206055142103,2.539943637634569,2,4,8,2,16
d:\New folder\project\results\3_layer\lower\r320\t8.4\t8.4_80_grid1.cif,2.3223992204421955,2.4290133630343616,2.3448097052344687,2.208224761898753,7,8,10,21,46,1.7791137098083638,3.0,2.0273225044583567,2.214812341261302,4,0,2,4,10
d:\New folder\project\results\3_layer\lower\r320\t8.4\t8.4_220_grid1.cif,2.3514029712876114,2.3936378398261775,2.4749517783103676,2.3505421654432084,7,10,13,16,46,1.7791137098083638,3.0,2.0273225044583567,2.214812341261302,4,0,2,4,10
d:\New folder\project\results\3_layer\lower\r340\t3.6\t3.6_220_grid0.cif,2.326368116260333,2.4178598046727426,2.3818397606730684,2.3899696570697486,9,9,15,14,47,2.2257627381498515,2.743905863994151,1.621830040404507,3.0,4,2,4,0,10
d:\New folder\project\results\3_layer\lower\r340\t3.6\t3.6_220_grid1.cif,2.402048039137377,2.5596872610928827,2.234039587860239,2.286037468508939,4,8,8,14,34,2.3453799910363657,2.680002847558395,2.150899146377216,2.3269684651820657,7,5,6,8,26
d:\New folder\project\results\3_layer\lower\r340\t4.8\t4.8_80_grid0.cif,2.3113937830780333,2.991728857431479,2.088129428043613,2.024937889765093,9,7,15,11,42,2.3088601837899496,2.8651816463141087,2.4921257136500627,2.04253861808473,8,2,6,6,22
d:\New folder\project\results\3_layer\lower\r340\t4.8\t4.8_220_grid0.cif,2.3855533793456387,2.531145731333881,2.3618824571976864,2.3713377641156477,9,9,10,18,46,2.4198974567339846,2.7056295782279154,2.292110310653384,1.7271609717334477,4,2,2,2,10
d:\New folder\project\results\3_layer\lower\r340\t4.8\t4.8_220_grid1.cif,2.142454661036423,2.4374396812083683,2.5231975963079365,2.2696907060944307,5,4,6,12,27,2.4681633618691357,2.788209083599992,2.152089306119854,2.1646219009496748,6,8,10,6,30
d:\New folder\project\results\3_layer\lower\r340\t4.8\t4.8_340_grid0.cif,2.334155572341063,2.664509482504291,2.3032482049796146,2.3549718057253175,13,13,12,15,53,2.4198974567339846,2.7056295782279154,2.292110310653384,1.7271609717334477,4,2,2,2,10
d:\New folder\project\results\3_layer\lower\r340\t6.0\t6.0_80_grid0.cif,2.281711883665061,2.7810174561768854,1.9998044344644548,2.3478098103639007,8,11,16,14,49,2.1703722742819993,2.7485074647607113,2.361458996604338,1.9778790735285274,4,2,2,2,10
d:\New folder\project\results\3_layer\lower\r340\t6.0\t6.0_220_grid1.cif,2.4220538687230913,2.4395695772088533,2.525881427442105,2.24036716020826,5,4,6,14,29,2.2924620074633406,2.9799449000774625,2.1900779795214476,2.02285415538445,9,7,14,2,32
d:\New folder\project\results\3_layer\lower\r340\t6.0\t6.0_220_grid2.cif,2.353476972988888,2.6249812521287703,2.442581973279427,2.3760550702740852,5,5,6,7,23,2.2049768779564,2.706228063309213,2.0880081523133684,2.221897454244941,6,6,8,12,32
d:\New folder\project\results\3_layer\lower\r340\t6.0\t6.0_220_grid3.cif,2.296602559677406,2.439930552250158,2.5011531836184675,2.358567384087343,5,4,8,8,25,2.2049768779564,2.7928352244260557,2.1226040818873444,2.059030240424937,6,8,12,6,32
d:\New folder\project\results\3_layer\lower\r340\t6.0\t6.0_280_grid2.cif,2.3727841834177754,2.8538969310753526,0.9770682151263068,2.292978996050861,4,4,2,8,18,2.4318147939652377,2.8181590589164682,2.042346932236725,2.240807245688811,8,6,6,8,28
d:\New folder\project\results\3_layer\upper\r0\t0\t0_340_grid2.cif,2.311630602401396,2.904490534351275,2.5545043820656197,2.172679382622025,2,2,4,2,10,2.4569688464155104,3.0,1.9909780673013053,2.118177138237843,6,0,6,6,18
d:\New folder\project\results\3_layer\upper\r0\t1.2\t1.2_320_grid2.cif,2.3051624489776152,2.9356694228561304,2.5552588030156667,2.1944374684834433,2,2,4,2,10,3.0,3.0,3.0,2.195323349091196,0,0,0,2,2
d:\New folder\project\results\3_layer\upper\r0\t4.8\t4.8_80_grid0.cif,2.1919101794144296,2.9847423961775457,2.606090311622786,2.3187430624361234,2,2,4,2,10,2.2116777631561453,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r0\t4.8\t4.8_80_grid2.cif,2.2575590550853204,3.031354106607032,2.5745208488456415,2.2640007170683782,4,2,4,2,12,2.2475940517770234,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r0\t4.8\t4.8_280_grid0.cif,2.2575590550853204,3.031354106607032,2.5745208488456415,2.2640007170683782,4,2,4,2,12,2.2435982362747646,3.0,3.0,2.596320083296813,2,0,0,2,4
d:\New folder\project\results\3_layer\upper\r0\t4.8\t4.8_280_grid2.cif,2.1919101794144296,2.9847423961775457,2.606090311622786,2.3187430624361234,2,2,4,2,10,2.2033362261005984,3.05278815363741,2.3595389289442505,2.6977329371061822,2,2,2,2,8
d:\New folder\project\results\3_layer\upper\r0\t4.8\t4.8_280_grid3.cif,2.2575590550853204,3.031354106607032,2.5745208488456415,2.2640007170683782,4,2,4,2,12,2.2467781225945513,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r0\t4.8\t4.8_340_grid3.cif,2.1919101794144296,2.9847423961775457,2.606090311622786,2.3187430624361234,2,2,4,2,10,2.1966968871802255,3.1252134572946657,3.0,2.769374142853034,2,1,0,2,5
d:\New folder\project\results\3_layer\upper\r0\t6.0\t6.0_80_grid0.cif,2.290000767828113,3.013963244131995,2.6177822196056098,2.2316032557035292,6,2,4,2,14,2.2075977384392544,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r0\t6.0\t6.0_80_grid2.cif,2.4076217613100885,3.0,2.454960166416806,2.2093948722357633,4,0,5,6,15,2.3072154482324367,2.756044719992175,2.206724737975343,2.131150236530361,13,12,11,24,60
d:\New folder\project\results\3_layer\upper\r0\t6.0\t6.0_80_grid3.cif,2.290000767828113,3.013963244131995,2.6177822196056098,2.2316032557035292,6,2,4,2,14,2.3469187936590634,3.0,2.3606719738638313,1.995737629128718,4,0,2,2,8
d:\New folder\project\results\3_layer\upper\r0\t6.0\t6.0_220_grid2.cif,2.290000767828113,3.013963244131995,2.6177822196056098,2.2316032557035292,6,2,4,2,14,2.1290898795161204,2.9074787474867283,3.0,1.743029141248897,8,3,0,7,18
d:\New folder\project\results\3_layer\upper\r0\t6.0\t6.0_280_grid0.cif,2.290000767828113,3.013963244131995,2.6177822196056098,2.2316032557035292,6,2,4,2,14,2.287839410535024,3.0,2.551341302182079,3.0,4,0,4,0,8
d:\New folder\project\results\3_layer\upper\r0\t6.0\t6.0_280_grid1.cif,2.4318596546754536,3.0,2.6994963827112133,2.4906886588860386,4,0,4,2,10,2.4447015652868465,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r0\t6.0\t6.0_320_grid1.cif,2.4318596546754536,3.0,2.6994963827112133,2.4906886588860386,4,0,4,2,10,2.453136625383612,3.0,2.5987067355195625,3.0,2,0,2,0,4
d:\New folder\project\results\3_layer\upper\r0\t6.0\t6.0_340_grid1.cif,2.4318596546754536,3.0,2.6994963827112133,2.4906886588860386,4,0,4,2,10,2.4103618666015816,3.0,2.672909515685009,3.0,1,0,2,0,3
d:\New folder\project\results\3_layer\upper\r0\t7.2\t7.2_80_grid1.cif,2.270754283904244,3.0043495160048055,2.6000954436100705,2.2042343766761685,6,2,3,2,13,2.1642206874013517,2.813304254338328,3.0,2.685621142845198,2,2,0,2,6
d:\New folder\project\results\3_layer\upper\r0\t7.2\t7.2_80_grid2.cif,2.270754283904244,3.0043495160048055,2.6000954436100705,2.2042343766761685,6,2,3,2,13,2.344096601180688,2.8131104152202706,3.0,2.723812310003576,3,2,0,2,7
d:\New folder\project\results\3_layer\upper\r0\t7.2\t7.2_220_grid3.cif,2.270754283904244,3.0043495160048055,2.6000954436100705,2.2042343766761685,6,2,3,2,13,2.1638331954505543,2.919381193393468,3.0,2.001579928573493,8,4,0,12,24
d:\New folder\project\results\3_layer\upper\r0\t7.2\t7.2_280_grid1.cif,2.270754283904244,3.0043495160048055,2.6000954436100705,2.2042343766761685,6,2,3,2,13,2.1618704152678463,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r0\t7.2\t7.2_280_grid2.cif,2.270754283904244,3.0043495160048055,2.6000954436100705,2.2042343766761685,6,2,3,2,13,2.1613263247209717,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r0\t7.2\t7.2_340_grid3.cif,2.270754283904244,3.0043495160048055,2.6000954436100705,2.2042343766761685,6,2,3,2,13,2.290601501438436,3.0,3.0,3.0,4,0,0,0,4
d:\New folder\project\results\3_layer\upper\r20\t1.2\t1.2_220_grid1.cif,2.17082265941431,2.924209345502096,1.7522188737667812,1.9825678712591217,6,6,5,7,24,2.146326178472341,2.6164011992354967,2.120808750926015,2.317895223603514,8,14,18,12,52
d:\New folder\project\results\3_layer\upper\r20\t4.8\t4.8_280_grid2.cif,2.2862241829635748,2.843862750578559,2.627302751956104,2.171469655362807,2,2,4,4,12,3.0,2.82201981232177,2.6315796937088916,1.9896180365392016,0,1,2,1,4
d:\New folder\project\results\3_layer\upper\r20\t4.8\t4.8_340_grid3.cif,2.2862241829635748,2.843862750578559,2.627302751956104,2.171469655362807,2,2,4,4,12,2.0761255302664052,2.8484491864704076,2.091744941964785,2.4476971339711877,4,10,8,15,37
d:\New folder\project\results\3_layer\upper\r60\t9.6\t9.6_340_grid0.cif,2.468362543279082,2.9423432891114336,2.283505934283281,2.416584111835249,2,2,2,3,9,2.1166634751154314,3.1185451600720686,2.46769994811322,2.1014361802960653,4,1,6,2,13
d:\New folder\project\results\3_layer\upper\r80\t1.2\t1.2_80_grid0.cif,2.282608933111775,2.9008293132379466,2.093983014560454,2.6155072664437466,2,2,2,4,10,2.274329147793067,2.61503475589521,2.1687059750897726,2.3378168202012555,14,12,18,16,60
d:\New folder\project\results\3_layer\upper\r80\t1.2\t1.2_280_grid1.cif,2.1974136502790786,2.8031584769429836,1.98538817401143,2.264311972799807,2,2,2,2,8,2.4435354074811513,2.5789986437829526,2.0028921917390337,2.3336932108990274,6,13,18,8,45
d:\New folder\project\results\3_layer\upper\r80\t1.2\t1.2_280_grid2.cif,2.3759327703038213,2.754673751707907,1.9005943844920499,2.5669172727973693,4,2,2,4,12,2.346030221149683,2.5525358809702636,2.0404759582089778,2.1688222335681444,6,12,16,10,44
d:\New folder\project\results\3_layer\upper\r80\t1.2\t1.2_340_grid2.cif,2.4049860563979437,2.9344730949731312,1.981289471051334,2.680216628684594,6,4,2,6,18,2.3619146527877786,2.5842631338368114,2.3698125696739814,2.280770480397214,9,13,14,18,54
d:\New folder\project\results\3_layer\upper\r80\t2.4\t2.4_80_grid0.cif,2.3100552754771635,3.045887901502152,2.437549053585598,2.617595897080446,4,1,2,5,12,2.223499969441922,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r80\t2.4\t2.4_80_grid3.cif,2.262542385320465,2.8875168540880476,2.0820073952241316,2.620778144862517,2,2,2,4,10,2.081677365593954,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r80\t2.4\t2.4_220_grid0.cif,2.262542385320465,2.8875168540880476,2.0820073952241316,2.620778144862517,2,2,2,4,10,2.1143997329379385,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r80\t2.4\t2.4_220_grid1.cif,2.262542385320465,2.8875168540880476,2.0820073952241316,2.620778144862517,2,2,2,4,10,2.3725995906122606,2.652059382514172,1.9082372660581786,2.236895902695732,6,9,14,6,35
d:\New folder\project\results\3_layer\upper\r80\t2.4\t2.4_220_grid2.cif,2.1686417779914895,2.9535078139910858,2.079604500862407,2.1660239345672014,6,7,4,8,25,2.3590374875046427,2.674441980418833,1.9552105932797403,1.7745191621089866,8,10,12,10,40
d:\New folder\project\results\3_layer\upper\r80\t2.4\t2.4_220_grid3.cif,2.262542385320465,2.8875168540880476,2.0820073952241316,2.620778144862517,2,2,2,4,10,2.0833073192048515,2.6725609361140164,3.0,2.557553559911188,2,2,0,2,6
d:\New folder\project\results\3_layer\upper\r80\t2.4\t2.4_280_grid1.cif,2.262542385320465,2.8875168540880476,2.0820073952241316,2.620778144862517,2,2,2,4,10,2.4253882762958665,2.8076454394693466,2.2680565130429837,2.1793701139938033,6,8,13,13,40
d:\New folder\project\results\3_layer\upper\r80\t2.4\t2.4_320_grid2.cif,2.3100552754771635,3.045887901502152,2.437549053585598,2.617595897080446,4,1,2,5,12,3.0,2.910007840128965,2.520589367807144,2.7408942995469783,0,2,4,1,7
d:\New folder\project\results\3_layer\upper\r80\t3.6\t3.6_220_grid1.cif,2.162046776581551,3.1331460306275787,2.2938718341022164,2.768747461234698,2,2,4,3,11,2.358236783834544,2.5265147427943173,2.3725201344694575,2.4372121947509298,11,8,14,15,48
d:\New folder\project\results\3_layer\upper\r80\t3.6\t3.6_280_grid0.cif,2.162046776581551,3.1331460306275787,2.41772744357785,2.768747461234698,2,2,2,3,9,2.2656889359830332,2.6738991924703264,2.017717018346307,2.0714640644088638,8,2,10,5,25
d:\New folder\project\results\3_layer\upper\r80\t3.6\t3.6_280_grid1.cif,2.162046776581551,3.1331460306275787,2.41772744357785,2.768747461234698,2,2,2,3,9,2.2928702542245416,2.7807174453722814,2.194583578362738,2.3478645826630684,14,8,8,22,52
d:\New folder\project\results\3_layer\upper\r80\t3.6\t3.6_320_grid0.cif,2.1048046286531292,2.875174898063802,2.1086034176496984,2.7532215981620625,2,2,2,3,9,2.4143894162978325,3.0,2.098707309425424,3.0,1,0,2,0,3
d:\New folder\project\results\3_layer\upper\r160\t0\t0_340_grid3.cif,2.3495784883476536,2.836381439908412,2.359859708695232,3.0,6,2,6,0,14,2.3746298303859374,3.0,2.5140396628464687,1.8900239345449623,2,0,2,2,6
d:\New folder\project\results\3_layer\upper\r180\t2.4\t2.4_320_grid1.cif,2.185838631245275,2.717196841084622,2.2158440206647407,1.7732302142017178,1,2,5,2,10,3.0,2.5802021365514722,3.0,1.7928912978938103,0,2,0,2,4
d:\New folder\project\results\3_layer\upper\r200\t0\t0_80_grid2.cif,2.2876252702140705,2.739052498705574,2.543116445263406,2.1641569332450126,6,2,4,2,14,3.0,3.0,2.159296320313718,3.0,0,0,2,0,2
d:\New folder\project\results\3_layer\upper\r200\t0\t0_80_grid3.cif,2.2876252702140705,2.739052498705574,2.543116445263406,2.1641569332450126,6,2,4,2,14,2.442691068515732,2.9009104284530256,2.2730130380848146,2.409269388681034,4,2,6,1,13
d:\New folder\project\results\3_layer\upper\r200\t0\t0_220_grid0.cif,2.2876252702140705,2.739052498705574,2.543116445263406,2.1641569332450126,6,2,4,2,14,2.374507675439097,2.583518394523325,2.2515716646391044,2.169585116199836,7,11,12,21,51
d:\New folder\project\results\3_layer\upper\r200\t0\t0_220_grid1.cif,2.2876252702140705,2.739052498705574,2.543116445263406,2.1641569332450126,6,2,4,2,14,2.170858274415009,3.0,2.709296848875625,2.6149452975123815,2,0,2,2,6
d:\New folder\project\results\3_layer\upper\r200\t0\t0_320_grid1.cif,2.2876252702140705,2.739052498705574,2.543116445263406,2.1641569332450126,6,2,4,2,14,2.156353901191554,3.0,2.1809883106721495,3.0,2,0,2,0,4
d:\New folder\project\results\3_layer\upper\r200\t0\t0_340_grid1.cif,2.2876252702140705,2.739052498705574,2.543116445263406,2.1641569332450126,6,2,4,2,14,2.1606293874083544,3.0,2.2696315113827428,3.0,2,0,2,0,4
d:\New folder\project\results\3_layer\upper\r200\t4.8\t4.8_220_grid2.cif,2.3360515924072303,2.787072686969604,1.9076880002504528,2.4352784669128322,4,2,2,2,10,2.36632070641112,2.5160106890173313,2.403485994985962,2.3590126168788386,8,11,11,20,50
d:\New folder\project\results\3_layer\upper\r200\t4.8\t4.8_320_grid2.cif,2.3360515924072303,2.787072686969604,1.9076880002504528,2.4352784669128322,4,2,2,2,10,2.3121734517358803,2.6217023623820896,2.3505419341323197,2.378167774945512,14,13,13,17,57
d:\New folder\project\results\3_layer\upper\r200\t4.8\t4.8_340_grid2.cif,2.3830929578834863,2.9362171828020442,2.3163091703952667,2.3843583562636614,8,5,7,10,30,2.3027969845802296,2.7971246647859394,2.1456575390324724,2.260665640387644,10,7,14,11,42
d:\New folder\project\results\3_layer\upper\r200\t4.8\t4.8_340_grid3.cif,2.0155574989029295,2.7961768107273706,1.850550356519809,2.5276954498184727,4,2,2,2,10,2.1355042187838946,2.9542379689835307,2.2757214214769323,2.5619859434968544,4,5,9,7,25
d:\New folder\project\results\3_layer\upper\r200\t4.8\t4.8_340_grid4.cif,2.3124926854473435,2.765080364502115,2.389129003622096,1.6802451924926012,6,2,4,4,16,2.380210248508133,2.785891330711825,2.012203089114762,2.3618342426376633,9,9,9,19,46
d:\New folder\project\results\3_layer\upper\r200\t8.4\t8.4_220_grid1.cif,2.246156459208665,2.7482829261946997,2.6509433059486307,2.169231201687981,4,2,4,2,12,2.100112377021423,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r200\t9.6\t9.6_80_grid1.cif,2.2193542178278967,2.7515461458339603,2.528464992428837,2.3541487457953685,6,2,4,3,15,3.0,3.0,2.1393291708779723,3.0,0,0,2,0,2
d:\New folder\project\results\3_layer\upper\r200\t9.6\t9.6_220_grid1.cif,2.4125836685586552,2.8349750049904836,2.449395700610724,2.4302307380433366,4,2,2,4,12,2.3185317587629877,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r200\t9.6\t9.6_220_grid2.cif,2.4125836685586552,2.8349750049904836,2.449395700610724,2.4302307380433366,4,2,2,4,12,2.3452305937089077,2.52142133288108,2.3618446405849034,2.2988696091034684,4,11,10,22,47
d:\New folder\project\results\3_layer\upper\r200\t9.6\t9.6_280_grid0.cif,2.2193542178278967,2.7515461458339603,2.528464992428837,2.3541487457953685,6,2,4,3,15,2.288119189238422,2.8898317834890594,2.232317389845766,2.4371401716767833,9,2,12,2,25
d:\New folder\project\results\3_layer\upper\r200\t9.6\t9.6_280_grid1.cif,2.4125836685586552,2.8349750049904836,2.449395700610724,2.4302307380433366,4,2,2,4,12,2.3195546047890643,3.0,3.0,2.7727667104933174,2,0,0,2,4
d:\New folder\project\results\3_layer\upper\r200\t9.6\t9.6_320_grid0.cif,2.4125836685586552,2.8349750049904836,2.449395700610724,2.4302307380433366,4,2,2,4,12,2.314991094153322,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r200\t9.6\t9.6_340_grid0.cif,2.4125836685586552,2.8349750049904836,2.449395700610724,2.4302307380433366,4,2,2,4,12,2.317856802070188,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r200\t9.6\t9.6_340_grid1.cif,2.4125836685586552,2.8349750049904836,2.449395700610724,2.4302307380433366,4,2,2,4,12,2.415499599824445,3.0,2.450796425177027,2.04065343240662,6,0,6,2,14
d:\New folder\project\results\3_layer\upper\r200\t9.6\t9.6_340_grid2.cif,2.2193542178278967,2.7515461458339603,2.528464992428837,2.3541487457953685,6,2,4,3,15,2.4998597049315454,3.0,2.133113494165592,3.0,1,0,2,0,3
d:\New folder\project\results\3_layer\upper\r220\t0\t0_220_grid1.cif,2.3375354064992813,2.8895664031379606,2.4664567470016117,2.566212493798751,4,2,2,4,12,2.300604128095196,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r220\t0\t0_280_grid0.cif,2.3375354064992813,2.8895664031379606,2.4664567470016117,2.566212493798751,4,2,2,4,12,2.3846537410415203,2.7815235659151147,2.019019873526766,2.125478787716537,12,14,17,17,60
d:\New folder\project\results\3_layer\upper\r220\t0\t0_320_grid3.cif,2.3375354064992813,2.8895664031379606,2.4664567470016117,2.566212493798751,4,2,2,4,12,2.2962783806727773,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r220\t2.4\t2.4_320_grid2.cif,2.1467823264734034,2.7821093134275827,2.2740031660748676,2.138541883142211,3,2,3,4,12,3.0,2.5345040756714052,3.0,1.7824671778331944,0,2,0,2,4
d:\New folder\project\results\3_layer\upper\r220\t2.4\t2.4_340_grid2.cif,2.1467823264734034,2.7821093134275827,2.2740031660748676,2.138541883142211,3,2,3,4,12,3.0,2.236972539846435,3.0,1.786916189958569,0,2,0,2,4
d:\New folder\project\results\3_layer\upper\r220\t7.2\t7.2_340_grid0.cif,2.3596614375988816,2.9772503661562966,2.6022231815882284,2.4608592326929055,6,4,4,4,18,2.3785212566223817,3.0,2.3024347111247074,0.9781961498388065,6,0,5,2,13
d:\New folder\project\results\3_layer\upper\r220\t8.4\t8.4_320_grid1.cif,3.0,3.007728129134537,2.1125211519219533,2.281897773895939,0,2,2,2,6,2.38420154221664,2.8230953886726238,2.1822839172294684,2.2671272075574818,20,8,8,19,55
d:\New folder\project\results\3_layer\upper\r260\t4.8\t4.8_220_grid1.cif,2.32683460282244,3.0,2.638479976570551,2.5357782236389133,2,0,4,1,7,2.3580798729112145,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r260\t4.8\t4.8_280_grid3.cif,2.3515590235752413,2.908804011874366,2.057229257324067,2.158693753253004,12,3,10,10,35,2.369375972045799,2.949982709889812,2.6124595968495323,1.8973174721430917,5,5,6,9,25
d:\New folder\project\results\3_layer\upper\r260\t4.8\t4.8_340_grid1.cif,2.32683460282244,3.0,2.638479976570551,2.5357782236389133,2,0,4,1,7,2.3363927895104557,3.0,3.0,2.59934101623572,2,0,0,2,4
d:\New folder\project\results\3_layer\upper\r260\t4.8\t4.8_340_grid4.cif,2.251108603345413,2.8886027637005736,2.384160685205327,2.5200115447875504,6,3,3,6,18,2.3240261773410973,2.6796519466043334,2.3065707858417306,2.3147298005667065,8,5,7,17,37
d:\New folder\project\results\3_layer\upper\r260\t7.2\t7.2_320_grid2.cif,2.4242017481592866,3.0,2.6541071196029056,2.619370117145338,2,0,4,2,8,2.3734757583613,2.562676919990942,2.5372591386318053,2.7509674505109176,2,2,2,2,8
d:\New folder\project\results\3_layer\upper\r260\t7.2\t7.2_340_grid2.cif,2.4242017481592866,3.0,2.6541071196029056,2.619370117145338,2,0,4,2,8,2.3884594239449015,2.66307746701444,2.504732155427673,3.0,4,2,2,0,8
d:\New folder\project\results\3_layer\upper\r280\t0\t0_220_grid0.cif,2.394406571936887,3.0,2.651468340423924,3.0,8,0,4,0,12,2.2872406062627255,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r280\t0\t0_280_grid0.cif,2.394406571936887,3.0,2.651468340423924,3.0,8,0,4,0,12,2.283144533310743,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r280\t4.8\t4.8_220_grid1.cif,1.9804958071636451,3.0,2.7793170435806633,2.7361473582785893,2,0,2,4,8,2.1344962276466144,2.9185794115152155,2.0902641165391,1.9569062254267404,6,6,3,8,23
d:\New folder\project\results\3_layer\upper\r280\t4.8\t4.8_340_grid1.cif,2.0407320773050466,2.7650237095870076,2.436673100810515,1.8180650974095207,4,2,2,2,10,1.9884683318014975,2.270803499578144,0.9901918114798405,2.1024269348777387,4,2,2,2,10
d:\New folder\project\results\3_layer\upper\r280\t7.2\t7.2_220_grid3.cif,2.322658827072484,3.0383927120327874,2.3121689768469222,2.423642447274684,2,2,2,4,10,2.3705878352490632,2.491406012714549,2.46418741788636,2.2651943662116696,11,12,7,28,58
d:\New folder\project\results\3_layer\upper\r280\t7.2\t7.2_320_grid1.cif,2.322658827072484,3.0383927120327874,2.3121689768469222,2.336682265161331,2,2,2,2,8,2.307258152854115,2.5695423117474245,3.0,2.3370377653894687,2,2,0,2,6
d:\New folder\project\results\3_layer\upper\r280\t7.2\t7.2_340_grid1.cif,2.322658827072484,3.0383927120327874,2.3121689768469222,2.336682265161331,2,2,2,2,8,2.307675101421992,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r320\t4.8\t4.8_220_grid2.cif,2.4201948759957337,3.0,2.4204317182130533,2.5757694737087857,2,0,1,4,7,2.40384662081743,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r320\t4.8\t4.8_320_grid1.cif,2.4201948759957337,3.0,2.4204317182130533,2.5757694737087857,2,0,1,4,7,2.4366444963321245,3.0,2.4796758904131417,3.0,1,0,2,0,3
d:\New folder\project\results\3_layer\upper\r320\t6.0\t6.0_220_grid2.cif,2.415409949212175,3.0,2.7169391211788865,2.504828945434442,2,0,2,4,8,2.4146812036269987,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r320\t6.0\t6.0_280_grid1.cif,2.415409949212175,3.0,2.7169391211788865,2.504828945434442,2,0,2,4,8,2.383447818210089,2.7493855247387833,2.289711807382649,2.316792969241362,10,13,13,22,58
d:\New folder\project\results\3_layer\upper\r320\t6.0\t6.0_280_grid2.cif,2.415409949212175,3.0,2.7169391211788865,2.504828945434442,2,0,2,4,8,2.4117996962002817,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r320\t6.0\t6.0_280_grid3.cif,2.415409949212175,3.0,2.7169391211788865,2.504828945434442,2,0,2,4,8,2.417425665881055,3.0,3.0,3.0,2,0,0,0,2
d:\New folder\project\results\3_layer\upper\r320\t6.0\t6.0_340_grid3.cif,2.415409949212175,3.0,2.7169391211788865,2.504828945434442,2,0,2,4,8,2.4118624886523676,3.0,3.0,3.0,1,0,0,0,1
d:\New folder\project\results\3_layer\upper\r340\t3.6\t3.6_320_grid3.cif,2.2452843773058873,2.7788079060670228,2.462957959288244,1.8235691843656818,2,2,2,2,8,3.0,2.699021059636633,3.0,1.8283467965228213,0,2,0,2,4
d:\New folder\project\results\3_layer\upper\r340\t4.8\t4.8_80_grid2.cif,2.0161754581762383,2.811809921273025,2.3296698919414442,2.011451762684729,6,2,4,4,16,2.2921911359763008,2.865889994896303,2.0869169015994045,2.224133140251953,17,14,18,22,71
d:\New folder\project\results\3_layer\upper\r340\t4.8\t4.8_220_grid0.cif,1.9733027134820131,2.8651816463141087,2.5160987960184125,2.041843386073531,2,2,4,2,10,3.0,3.0,1.974149388104868,2.6512569859160866,0,0,2,2,4
d:\New folder\project\results\3_layer\upper\r340\t4.8\t4.8_320_grid0.cif,1.890388823167605,2.811809921273025,2.6602590131876713,1.99491905822108,2,2,4,2,10,2.1540622759056145,2.7194897546911303,2.800646044225153,2.105571746424475,4,2,2,2,10
d:\New folder\project\results\3_layer\upper\r340\t6.0\t6.0_80_grid0.cif,2.2471049710414293,2.891995477221062,2.450203313819241,2.0661650793806094,4,2,4,2,12,2.181630498517904,3.0,3.0,2.7808635761263893,4,0,0,2,6
