file_path,X,Y,Z
d:\New folder\project\data\r0\t0\t0_0.cif,0.11656509459687048,-1.0630033427010663,7.802620169147051
d:\New folder\project\data\r0\t0\t0_160.cif,0.3143225644008082,-1.324228725825655,8.924590767348182
d:\New folder\project\data\r0\t0\t0_100.cif,-0.32298566303414955,-1.3848283926696516,7.093223574488754
d:\New folder\project\data\r0\t0\t0_180.cif,0.4906552228455554,-1.2364032475192612,9.48401434472791
d:\New folder\project\data\r0\t0\t0_20.cif,0.11188709368358829,-0.8807794925116448,8.018344140432006
d:\New folder\project\data\r0\t0\t0_120.cif,0.23272302807517364,-1.1601701764972157,7.1730709455135795
d:\New folder\project\data\r0\t0\t0_280.cif,0.19519633972497186,-0.8860435955693099,7.5045190214354545
d:\New folder\project\data\r0\t0\t0_140.cif,0.3487284435544575,-1.190400105431289,7.992503003077501
d:\New folder\project\data\r0\t0\t0_220.cif,1.9151526357988866,-1.5835363548026258,8.554181881478806
d:\New folder\project\data\r0\t0\t0_200.cif,0.48872343673388735,-1.4839465154870266,9.788034372084644
d:\New folder\project\data\r0\t0\t0_300.cif,0.20582688606586685,-0.9583545182761354,7.465380399299883
d:\New folder\project\data\r0\t0\t0_260.cif,0.37962130526416604,-1.090500131166461,7.628245824063056
d:\New folder\project\data\r0\t0\t0_240.cif,2.6264283971237172,-0.908362379080162,7.212192881780826
d:\New folder\project\data\r0\t0\t0_320.cif,0.4073328478059529,-0.943071261558993,7.244340687741105
d:\New folder\project\data\r0\t0\t0_340.cif,0.35827198689994816,-0.7366597179686636,7.416522524134526
d:\New folder\project\data\r0\t0\t0_40.cif,-0.01620198561606656,-1.3402822989477303,8.582896755284814
d:\New folder\project\data\r0\t0\t0_80.cif,-0.4252067361407492,-0.8326617222030603,7.346974878407493
d:\New folder\project\data\r0\t1.2\t1.2_140.cif,0.8165353801817503,-1.2384009418679582,7.732405228630665
d:\New folder\project\data\r0\t0\t0_60.cif,0.1525867795383642,-1.3154428797020739,8.224602903289211
d:\New folder\project\data\r0\t1.2\t1.2_120.cif,0.659038168477353,-1.289662666084101,7.230407541928544
d:\New folder\project\data\r0\t1.2\t1.2_180.cif,-0.026901048601884747,-1.5432492003508083,9.578218148055035
d:\New folder\project\data\r0\t1.2\t1.2_0.cif,-0.35273397883753915,-1.3239792504728494,8.45250203490437
d:\New folder\project\data\r0\t1.2\t1.2_160.cif,0.7254155327154408,-1.3381300176580144,8.79193653187902
d:\New folder\project\data\r0\t1.2\t1.2_100.cif,0.9486009519020719,-1.7648529054965678,7.4100383833831085
d:\New folder\project\data\r0\t1.2\t1.2_200.cif,0.148707850128111,-1.4018539557215361,9.66329624948677
d:\New folder\project\data\r0\t1.2\t1.2_260.cif,0.9016654579305272,-0.5167222867551884,6.82918181633921
d:\New folder\project\data\r0\t1.2\t1.2_20.cif,-0.13063932909069603,-1.3199547656529078,8.921897011592717
d:\New folder\project\data\r0\t1.2\t1.2_220.cif,0.5902724689456307,-1.4755628523843263,8.757007613084532
d:\New folder\project\data\r0\t1.2\t1.2_240.cif,1.128858029370462,-0.8547930260841471,7.221903958827264
d:\New folder\project\data\r0\t1.2\t1.2_280.cif,0.01903767035048054,-0.7956740491981906,7.474985053527924
d:\New folder\project\data\r0\t1.2\t1.2_320.cif,-0.2996944016559626,-0.954548325401003,7.389112273557177
d:\New folder\project\data\r0\t1.2\t1.2_300.cif,-0.09009931635768648,-0.9083139388606968,7.4406679348180775
d:\New folder\project\data\r0\t1.2\t1.2_340.cif,-0.6605713192601732,-1.023652332091006,7.807901246319095
d:\New folder\project\data\r0\t2.4\t2.4_100.cif,0.6650421650404096,-1.6208914197439546,7.488982104412465
d:\New folder\project\data\r0\t1.2\t1.2_40.cif,-0.11574572350621676,-1.5081444805086328,9.108394072598074
d:\New folder\project\data\r0\t1.2\t1.2_60.cif,-0.1085665613777228,-1.5001766451347578,8.41746899126134
d:\New folder\project\data\r0\t2.4\t2.4_0.cif,0.11965200569552281,-1.3809245672228847,8.750329034432765
d:\New folder\project\data\r0\t1.2\t1.2_80.cif,0.671461432804584,-1.1176461230805907,8.19661148627267
d:\New folder\project\data\r0\t2.4\t2.4_120.cif,0.6416714237529244,-1.1690259959092844,7.284814471540376
d:\New folder\project\data\r0\t2.4\t2.4_160.cif,0.24977622291436818,-1.425208226109038,8.674592703383349
d:\New folder\project\data\r0\t2.4\t2.4_20.cif,0.31128899729266735,-1.3004131396734169,9.09519391009337
d:\New folder\project\data\r0\t2.4\t2.4_140.cif,0.3193385067655693,-1.2635801488782672,7.653503893276293
d:\New folder\project\data\r0\t2.4\t2.4_180.cif,0.3034407376727697,-1.5833488351077543,9.514980235643236
d:\New folder\project\data\r0\t2.4\t2.4_200.cif,0.41072666166402516,-1.453269862293449,9.52886883476587
d:\New folder\project\data\r0\t2.4\t2.4_260.cif,0.5296767724311062,-0.4396068593336112,6.85078671646276
d:\New folder\project\data\r0\t2.4\t2.4_240.cif,0.33681197162321286,-1.2933102441970934,7.283943015722552
d:\New folder\project\data\r0\t2.4\t2.4_220.cif,1.2770009101771962,-1.1438937951276253,8.040331338035424
d:\New folder\project\data\r0\t2.4\t2.4_280.cif,0.5967917663553397,-0.6372423961506358,7.313961243282812
d:\New folder\project\data\r0\t2.4\t2.4_300.cif,0.422879690301058,-0.813588070498548,7.4026551098734
d:\New folder\project\data\r0\t2.4\t2.4_320.cif,0.6429474089560764,-0.6509415987274203,7.43624509570596
d:\New folder\project\data\r0\t2.4\t2.4_340.cif,0.27638673097449984,-0.7926161025327025,8.215504228542999
d:\New folder\project\data\r0\t2.4\t2.4_80.cif,0.5288324228912953,-1.5221154710471607,8.31180207576916
d:\New folder\project\data\r0\t3.6\t3.6_100.cif,0.4495860018524014,-1.290096728564857,7.013076544766039
d:\New folder\project\data\r0\t2.4\t2.4_40.cif,0.33714832318085286,-1.6021656983283177,9.331408073882843
d:\New folder\project\data\r0\t3.6\t3.6_0.cif,-0.1944728167755101,-1.3014006760125603,8.444827744809166
d:\New folder\project\data\r0\t3.6\t3.6_140.cif,-0.8727417943831252,-1.253472962067629,7.765555064487651
d:\New folder\project\data\r0\t2.4\t2.4_60.cif,0.2490016966144165,-1.650887345832936,8.550335075502737
d:\New folder\project\data\r0\t3.6\t3.6_120.cif,-0.05784453367474118,-1.0769745687787207,7.237432578144484
d:\New folder\project\data\r0\t3.6\t3.6_160.cif,-0.9524593980194799,-1.4739051857374241,8.717251150346781
d:\New folder\project\data\r0\t3.6\t3.6_20.cif,-0.7517148769162555,-1.3619262362778102,9.038583649831686
