file_path,Int1_avg_HH_dist,Int1_avg_OO_dist,Int1_avg_OH_dist,Int1_avg_HO_dist,Int1_count_HH,Int1_count_OO,Int1_count_OH,Int1_count_HO,Int1_sum_of_count,Int2_avg_HH_dist,Int2_avg_OO_dist,Int2_avg_OH_dist,Int2_avg_HO_dist,Int2_count_HH,Int2_count_OO,Int2_count_OH,Int2_count_HO,Int2_sum_of_count,Int3_avg_HH_dist,Int3_avg_OO_dist,Int3_avg_OH_dist,Int3_avg_HO_dist,Int3_count_HH,Int3_count_OO,Int3_count_OH,Int3_count_HO,Int3_sum_of_count
D:\New folder\project\results\4_layer\lower\r200\t0\t0_80_grid0.cif,2.4306159487833288,2.9031942698761153,2.6901024825082596,2.2412072182879714,6,8,8,12,34,2.1450469846505293,2.7611348444151207,2.1888639943838126,2.408088468638416,4,4,4,6,18,2.3876664626468598,2.684616151405095,2.0876438920170988,2.2005404271187006,8,3,3,7,21
D:\New folder\project\results\4_layer\lower\r200\t0\t0_80_grid4.cif,2.3757348252309596,2.603344614176512,2.2716911972505462,2.1800172970066636,6,6,5,12,29,2.3746165186445336,2.8295944420448063,2.0388678623358776,2.360108886873884,8,6,6,10,30,2.1274926544186012,2.5883314590737063,2.0907301867810046,1.9641418635498873,6,4,4,12,26
D:\New folder\project\results\4_layer\lower\r200\t0\t0_220_grid0.cif,2.4055711772710398,2.6520285788278963,2.3809320530416374,2.278237784290837,8,9,16,14,47,2.209084574499067,2.739052498705579,2.4358323054516293,2.164156933245014,10,2,8,2,22,2.4426910685157317,3.0,2.3626027099905613,0.9775784181916021,4,0,4,2,10
D:\New folder\project\results\4_layer\lower\r200\t0\t0_260_grid3.cif,2.2743727856840827,2.928604729615528,2.2126494630817892,1.966607156091633,9,7,10,8,34,2.220251705785485,2.8682884613683894,2.051572913024274,2.6357588348161887,8,4,14,2,28,2.4426910685157317,2.9009104284530234,2.273013038084811,2.409269388681046,4,2,6,1,13
D:\New folder\project\results\4_layer\lower\r200\t0\t0_280_grid4.cif,2.352590718474484,2.603344614176512,2.153897850557252,2.165943483876772,4,6,6,8,24,2.3746165186445336,2.8295944420448063,2.0388678623358776,2.360108886873884,8,6,6,10,30,2.1274926544186012,2.924053532685643,2.1008170956446075,1.9120597986286458,6,2,2,12,22
D:\New folder\project\results\4_layer\lower\r200\t0\t0_340_grid0.cif,2.400793096279696,2.8995940460016563,2.4451008740171263,2.4063757925179607,11,10,14,15,50,2.2876252702140705,2.739052498705579,2.543116445263409,2.164156933245014,6,2,4,2,14,2.4426910685157317,2.9009104284530234,2.273013038084811,2.409269388681046,4,2,6,1,13
D:\New folder\project\results\4_layer\lower\r200\t4.8\t4.8_220_grid2.cif,2.20566581948501,2.5580055606593364,2.1963109155271265,2.3251854611461895,10,10,12,20,52,2.0639567497416236,2.825883514063552,3.0,1.9430457372708858,8,3,0,9,20,2.135504218783896,2.9542379689835347,2.2757214214769306,2.56198594349685,4,5,9,7,25
D:\New folder\project\results\4_layer\lower\r200\t9.6\t9.6_80_grid0.cif,2.4017268906027343,2.9042256099032033,2.3387223286614343,2.675087371127744,5,6,10,4,25,2.3021612807568235,2.970309203238966,2.364457732036446,2.1974505366600834,3,9,6,11,29,2.3155725149325503,2.669059704206707,1.9917179434459549,2.0851275680256727,5,8,12,3,28
D:\New folder\project\results\4_layer\lower\r200\t9.6\t9.6_80_grid3.cif,2.3573993094150665,2.53903602253051,2.3538446494546608,2.3491261196814883,6,4,6,7,23,2.2429256474730312,2.7154497235916617,1.9457413656629068,2.055094116645499,9,11,10,12,42,2.0213420113055824,2.970309203238966,2.4246396466123805,2.3771506253185657,4,9,8,8,29
D:\New folder\project\results\4_layer\lower\r200\t9.6\t9.6_80_grid4.cif,2.3759219723967355,2.692611387599841,2.200146406164293,2.1763922894469117,6,6,7,8,27,2.457155495820117,2.6288399104454254,2.2067473297229196,1.8944939358565842,6,6,8,8,28,2.22218429678138,2.7402045840635556,2.060212744416545,2.2875481934332487,6,6,4,11,27
D:\New folder\project\results\4_layer\lower\r200\t9.6\t9.6_80_grid6.cif,2.3414445554909715,2.613585986639781,2.1846283551374936,2.1972241131274206,4,6,5,10,25,2.19352620601885,2.4052688033971066,2.2435819627778724,2.267687086702197,7,5,6,9,27,2.3785408644487,2.7836441535341727,2.132677641622131,2.567417961650354,3,6,6,9,24
D:\New folder\project\results\4_layer\lower\r200\t9.6\t9.6_100_grid4.cif,2.3759219723967355,2.5999832568591255,2.2788580651290986,2.181522347860457,6,6,5,12,29,2.457155495820117,2.6288399104454254,2.176442020474596,2.1990945876696517,6,6,8,6,26,2.22218429678138,2.8138684465323394,2.05458064085204,2.270809971923429,6,5,3,12,26
D:\New folder\project\results\4_layer\lower\r200\t9.6\t9.6_200_grid2.cif,2.3424246753817397,2.580934411234444,2.3646318328987834,2.280218716522311,12,10,9,20,51,2.1484914297079447,2.834975004990472,2.377508570894273,2.3162093196263713,10,2,6,4,22,2.4154995998244444,3.0,2.4507964251770313,2.040653432406617,6,0,6,2,14
D:\New folder\project\results\4_layer\lower\r200\t9.6\t9.6_200_grid3.cif,2.3009992153774816,2.816714732274958,2.441450359603552,2.1743245939758973,6,4,8,10,28,2.274313308769127,2.7292865978213725,1.9064674989306334,2.007092932964563,7,11,10,11,39,2.2421938093000646,2.970309203238966,2.353321018289364,2.318991076437714,2,9,6,10,27
D:\New folder\project\results\4_layer\lower\r200\t9.6\t9.6_220_grid2.cif,2.3627201197355374,2.6941452067187557,2.2335413213608346,2.2255926599221127,7,10,12,19,48,2.248805658866693,2.751546145833961,2.033296799989845,2.0936069793476726,10,2,10,4,26,2.288119189238421,2.8898317834890594,2.2323173898457607,2.437140171676782,9,2,12,2,25
D:\New folder\project\results\4_layer\lower\r200\t9.6\t9.6_220_grid3.cif,2.4017268906027343,2.8414005016952073,2.383822518325101,2.42633843153588,5,7,9,8,29,2.274313308769127,2.741045818426404,1.9226410845055744,2.0242126612163562,7,11,11,11,40,2.3021612807568235,2.970309203238966,2.364457732036446,2.1974505366600834,3,9,6,11,29
D:\New folder\project\results\4_layer\lower\r200\t9.6\t9.6_260_grid3.cif,2.337248200321793,2.9281097368620284,2.307529905008532,2.411284082209922,6,8,6,12,32,2.219354217827901,2.751546145833961,2.52846499242883,2.354148745795373,6,2,4,3,15,2.288119189238421,2.8898317834890594,2.2323173898457607,2.437140171676782,9,2,12,2,25
D:\New folder\project\results\4_layer\lower\r200\t9.6\t9.6_280_grid2.cif,2.3059275954080327,2.774766222564761,1.8910942276976397,2.061237559137587,10,11,14,17,52,2.17205082148232,2.875654131786232,2.357807899987482,2.1206186853018143,10,4,10,2,26,2.288119189238421,2.8898317834890594,2.2323173898457607,2.437140171676782,9,2,12,2,25
D:\New folder\project\results\4_layer\lower\r200\t9.6\t9.6_320_grid3.cif,2.408547082363909,2.9042256099032033,2.1964849973333025,2.230069324600742,1,6,4,9,20,2.350544941143945,2.7211153758024453,1.9057132567292203,1.9283907510381049,8,10,13,12,43,2.331381087315908,2.9813333789048615,2.2459671452846703,2.2500828919433706,4,9,10,8,31
D:\New folder\project\results\4_layer\lower\r200\t9.6\t9.6_340_grid2.cif,2.3766814328564,2.5597427694993824,2.2196195388147255,2.2253692892968244,10,12,12,18,52,2.1443921233111647,2.834975004990472,2.377508570894273,2.3177049745469183,10,2,6,4,22,2.4154995998244444,3.0,2.4507964251770313,2.040653432406617,6,0,6,2,14
D:\New folder\project\results\4_layer\lower\r200\t9.6\t9.6_340_grid3.cif,2.4017268906027343,2.9042256099032033,2.3387223286614343,2.675087371127744,5,6,10,4,25,2.274313308769127,2.741045818426404,1.9226410845055744,2.0242126612163562,7,11,11,11,40,2.3021612807568235,2.970309203238966,2.364457732036446,2.1974505366600834,3,9,6,11,29
D:\New folder\project\results\4_layer\lower\r260\t7.2\t7.2_80_grid0.cif,2.4378088298169045,2.9818225822810134,2.2486851650390145,2.03848559159547,6,7,12,2,27,2.3804884679652747,2.8172930699455874,2.45359567562955,2.2224582578100014,6,4,8,5,23,2.3832154049501644,2.625074849280789,2.155627503407516,2.3219323405316774,6,6,8,5,25
D:\New folder\project\results\4_layer\lower\r260\t7.2\t7.2_100_grid0.cif,2.4053260571377097,3.060757621574996,2.135227541727273,3.0,6,4,10,0,20,2.349467318416252,2.915167629192625,2.2823059265433727,2.319351302493386,4,6,5,4,19,2.2281998846994875,2.8291262049873978,2.0598360478504327,2.369091316086377,10,6,8,7,31
D:\New folder\project\results\4_layer\lower\r260\t7.2\t7.2_220_grid3.cif,2.3615867505445918,2.7512566475422355,2.275767020989075,2.364609950438343,9,13,21,7,50,2.0966180357280586,3.0,2.407992038677938,2.619370117145344,4,0,6,2,12,2.4223272450313273,2.562676919990935,2.437038235032154,2.750967450510913,4,2,6,2,14
D:\New folder\project\results\4_layer\lower\r260\t7.2\t7.2_260_grid3.cif,2.341493086998955,2.9995377453305467,2.388138491570855,2.303509186996951,11,9,11,11,42,2.4242017481592777,3.0,2.6541071196029,2.619370117145344,2,0,4,2,8,2.3734757583612973,2.562676919990935,2.5372591386318017,2.750967450510913,2,2,2,2,8
D:\New folder\project\results\4_layer\lower\r260\t7.2\t7.2_340_grid2.cif,2.4242017481592777,3.0,2.6541071196029,2.619370117145344,2,0,4,2,8,2.3640589905215896,2.7045732960208038,2.324159196040485,2.366978987329752,15,12,12,15,54,2.4223272450313273,2.562676919990935,2.437038235032154,2.750967450510913,4,2,6,2,14
D:\New folder\project\results\4_layer\lower\r280\t7.2\t7.2_80_grid0.cif,2.416741174877526,2.391274768627982,2.159884145883176,2.3112608923385562,1,5,6,10,22,2.3645517162257708,2.617720990794422,2.3053057357754843,2.271251755136835,8,5,4,10,27,2.383399242518796,2.7367207419020128,2.2018071020903487,2.5259015226886166,7,7,6,5,25
D:\New folder\project\results\4_layer\lower\r280\t7.2\t7.2_80_grid2.cif,2.47452241778867,3.0445929881419294,2.644477064425397,2.3780910258590926,2,4,2,4,12,2.22711683430177,3.0544718650007057,2.3961665033444532,2.2471748185386238,14,5,13,9,41,2.3210999252786073,2.919221385337662,2.187458683169646,2.190985409461452,12,7,7,10,36
D:\New folder\project\results\4_layer\lower\r280\t7.2\t7.2_80_grid6.cif,2.2614371717641424,3.000513775534895,1.9806234530434699,2.350165985158013,10,8,6,9,33,2.3122434300955965,2.9258809809185866,2.2925871699723466,2.2354422746360636,12,6,8,12,38,2.307258152854126,2.569542311747421,3.0,2.337037765389476,2,2,0,2,6
D:\New folder\project\results\4_layer\lower\r280\t7.2\t7.2_100_grid0.cif,2.4209160882096237,2.4766330643469936,1.8891803530043072,2.157878726191615,2,6,9,5,22,2.3645517162257708,2.5282536497307135,2.2294729515327396,2.391644502603611,8,4,6,6,24,2.382527641213395,2.7367207419020128,2.2018071020903487,2.328911721358761,6,7,6,9,28
D:\New folder\project\results\4_layer\lower\r280\t7.2\t7.2_100_grid2.cif,2.4057236904784034,3.0445929881419294,2.644477064425397,2.3735559093001464,4,4,2,4,14,2.22711683430177,3.0544718650007057,2.3961665033444532,2.2471748185386238,14,5,13,9,41,2.3210999252786073,2.919221385337662,2.187458683169646,2.190985409461452,12,7,7,10,36
D:\New folder\project\results\4_layer\lower\r280\t7.2\t7.2_100_grid5.cif,2.366669792088458,3.0445929881419294,2.644477064425397,2.047107050179686,8,4,2,14,28,2.3226588270724893,3.038392712032781,2.312168976846915,2.336682265161332,2,2,2,2,8,2.307258152854126,2.569542311747421,3.0,2.337037765389476,2,2,0,2,6
D:\New folder\project\results\4_layer\lower\r280\t7.2\t7.2_200_grid1.cif,2.2317480386686595,2.6675494337217636,2.145508505148754,2.43095339035113,14,8,10,15,47,2.45929309602916,2.955009039370494,2.656097643171136,2.0324136333522995,4,4,4,10,22,2.307258152854126,2.569542311747421,3.0,2.337037765389476,2,2,0,2,6
D:\New folder\project\results\4_layer\lower\r280\t7.2\t7.2_260_grid2.cif,2.4745224177886733,3.0445929881419294,2.644477064425397,2.259020124177898,4,4,2,10,20,2.242273088797915,3.003044593235628,2.216003809694471,2.3860517065291122,12,7,13,6,38,2.2498271107150236,2.9130298391446727,1.8529590654433585,2.0769387024856703,8,8,6,12,34
D:\New folder\project\results\4_layer\lower\r280\t7.2\t7.2_320_grid3.cif,2.4209160882096237,2.4766330643469936,1.8891803530043072,2.157878726191615,2,6,9,5,22,2.371787457641056,2.893295685979297,2.0656368796431,2.2070550328056706,4,6,15,4,29,2.4195505506348485,2.826016564392649,2.503596501570148,2.29405595951571,8,4,7,6,25
D:\New folder\project\results\4_layer\lower\r280\t7.2\t7.2_340_grid3.cif,2.4209160882096237,2.4766330643469936,2.149687895421971,2.2744406962168275,2,6,7,9,24,2.371787457641056,2.7762441426257953,2.0284354153437505,2.1635925729037333,4,7,14,6,31,2.3645517162257708,2.826016564392649,2.2879204787854395,1.9511114742613034,8,4,8,3,23
D:\New folder\project\results\4_layer\lower\r320\t4.8\t4.8_200_grid1.cif,2.413964436758002,2.4384380944261874,2.5132236389708744,2.197327150183172,2,4,2,19,27,2.3094469820521764,2.739752967880623,1.9465162121290285,2.387060196902824,12,7,10,8,37,2.219444716195382,2.941986306769157,2.3256249152170594,2.4672679703566076,6,3,8,4,21
D:\New folder\project\results\4_layer\lower\r320\t4.8\t4.8_220_grid1.cif,2.304502063242935,2.4384380944261874,2.6671743833392543,2.2326242889936996,6,4,6,15,31,2.3094469820521764,2.6742737682595132,2.187192987721273,2.3320528520711172,12,5,8,12,37,2.1437365606552468,2.91588405596912,2.2609779598675726,2.336959266414172,6,5,6,10,27
D:\New folder\project\results\4_layer\lower\r320\t8.4\t8.4_320_grid1.cif,2.3569712043803643,2.633774888438555,2.3557690539029643,2.401454926371217,5,10,12,13,40,2.4133875893989347,2.8230151097078733,1.936280493339672,2.2464085112512255,5,12,10,15,42,1.7810755802508096,2.947711316744426,3.0,1.8273250382491362,2,4,0,6,12
D:\New folder\project\results\4_layer\lower\r340\t3.6\t3.6_280_grid0.cif,2.230288063710569,2.462448767970609,2.281106420322138,2.3076299874361137,9,10,18,19,56,2.4172662966657934,2.7414941961057795,2.0112027090064957,2.2962059871557754,8,7,4,20,39,2.140000339999527,2.7778372072183575,2.199618994409894,2.373322199477296,7,7,6,11,31
D:\New folder\project\results\4_layer\lower\r340\t4.8\t4.8_80_grid1.cif,2.2992837048184818,2.9560011681505074,2.1574956889935293,2.3079360976519894,10,8,16,8,42,2.0234777505437402,2.9342183405341533,2.6957928251108494,2.1503129229626,3,4,3,7,17,2.154062275905615,2.719489754691118,2.8006460442251435,2.105571746424476,4,2,2,2,10
D:\New folder\project\results\4_layer\lower\r340\t4.8\t4.8_220_grid2.cif,2.3157532574243445,2.436773466463136,2.600726566782809,2.208718042569007,6,4,4,17,31,2.308185860482612,2.9453109082442643,2.0983029032140044,3.0,11,5,11,0,27,2.4242107782214397,2.8262114987302773,2.2045628794690253,2.3137043734471643,8,6,6,5,25
D:\New folder\project\results\4_layer\lower\r340\t6.0\t6.0_80_grid0.cif,2.3857786313387845,2.9317986206470974,1.918552322965149,2.4518220382885865,6,8,18,9,41,2.237506860551835,2.8130996426094494,2.567609643060131,1.993506757175621,5,2,4,2,13,2.3436961085125168,3.097625577194848,1.921570452921963,2.5377787358026263,2,2,2,4,10
D:\New folder\project\results\4_layer\lower\r340\t6.0\t6.0_220_grid2.cif,2.3296998547665217,2.439569577208848,2.4262440683304565,2.3951240735623807,5,4,8,7,24,2.292462007463339,2.9583579231220574,2.0850777973678865,2.2786060064018394,9,8,10,12,39,2.3017301889805712,2.394227212053248,2.13698651445487,2.2114857289458816,5,5,9,9,28
D:\New folder\project\results\4_layer\lower\r340\t6.0\t6.0_280_grid2.cif,2.401071915671705,2.8707015030984024,2.437515891589126,2.4352452707157317,6,5,4,11,26,2.453840325679063,2.579368912821597,2.087815925463891,2.0009255956671046,5,4,4,14,27,2.177293036742035,2.558043647671731,2.0904814339766267,1.9475889930931487,7,4,4,12,27
D:\New folder\project\results\4_layer\upper\r0\t4.8\t4.8_200_grid1.cif,2.3341988391360915,2.9127774403399114,2.212944253872962,1.924701527598478,8,5,11,10,34,2.1038972260458353,2.9870151442573363,2.0731691707953877,2.6320218961144377,9,4,9,2,24,2.3602585648988157,2.7347778165894705,2.181502212360816,2.260453526606828,18,7,8,17,50
D:\New folder\project\results\4_layer\upper\r0\t4.8\t4.8_220_grid1.cif,2.3341988391360915,2.9127774403399114,2.212944253872962,1.924701527598478,8,5,11,10,34,2.1038972260458353,2.9870151442573363,2.0731691707953877,2.6320218961144377,9,4,9,2,24,2.3513918800664,2.7347778165894714,2.3513530201319495,2.291972184766947,15,7,8,21,51
D:\New folder\project\results\4_layer\upper\r0\t6.0\t6.0_200_grid0.cif,2.280215980220947,2.944732885792754,2.1224717019965786,2.410376785548999,8,7,13,6,34,2.294612355186315,3.0226749940357274,2.5743129904747626,2.232529346334018,8,5,2,10,25,2.303352184027357,3.0,2.5864702910654516,2.7834321074126036,6,0,6,2,14
D:\New folder\project\results\4_layer\upper\r0\t6.0\t6.0_200_grid1.cif,2.280215980220947,2.944732885792754,2.1224717019965786,2.410376785548999,8,7,13,6,34,2.294612355186315,3.0226749940357274,2.5743129904747626,2.232529346334018,8,5,2,10,25,2.3184077563503327,2.807920209256493,1.8657977887406372,2.0586680492386056,11,4,6,4,25
D:\New folder\project\results\4_layer\upper\r0\t6.0\t6.0_200_grid2.cif,2.2881515454906003,2.9241929433579466,2.1449408785760404,2.4511772148444555,8,7,12,8,35,2.431859654675449,3.0,2.6994963827112106,2.4906886588860466,4,0,4,2,10,2.1433128561699917,2.6321059363558503,2.2179565102479786,1.6524227657235022,8,1,6,6,21
D:\New folder\project\results\4_layer\upper\r0\t6.0\t6.0_200_grid3.cif,2.326300613751869,2.7053662668327676,2.31730515922916,2.2199602439124377,7,8,4,23,42,2.431859654675449,3.0,2.6994963827112106,2.4906886588860466,4,0,4,2,10,1.5408148811442701,3.0,2.3861097765952977,2.394771890050351,4,0,2,4,10
D:\New folder\project\results\4_layer\upper\r0\t6.0\t6.0_220_grid1.cif,2.280215980220947,2.944732885792754,2.1224717019965786,2.410376785548999,8,7,13,6,34,2.294612355186315,3.0226749940357274,2.5743129904747626,2.232529346334018,8,5,2,10,25,2.3210261040017177,2.4601921143992405,1.9614254972108771,2.3886848918729635,12,4,8,8,32
D:\New folder\project\results\4_layer\upper\r0\t6.0\t6.0_220_grid3.cif,2.326300613751869,2.7053662668327676,2.31730515922916,2.2199602439124377,7,8,4,23,42,2.431859654675449,3.0,2.6994963827112106,2.4906886588860466,4,0,4,2,10,1.8387748063433247,2.7803434921532784,2.5503603726248865,2.254531491755941,9,2,6,6,23
D:\New folder\project\results\4_layer\upper\r0\t6.0\t6.0_260_grid0.cif,2.290000767828113,3.013963244131987,2.617782219605606,2.2316032557035195,6,2,4,2,14,2.1290898795161217,2.9074787474867345,3.0,1.7430291412489005,8,3,0,7,18,3.0,3.0,3.0,3.0,0,0,0,0,0
D:\New folder\project\results\4_layer\upper\r0\t6.0\t6.0_280_grid2.cif,2.290000767828113,3.013963244131987,2.617782219605606,2.2316032557035195,6,2,4,2,14,2.1290898795161217,2.9074787474867345,3.0,1.7430291412489005,8,3,0,7,18,2.3189779082499014,2.934200149751115,2.2875476800572514,2.189525464214376,4,4,8,5,21
D:\New folder\project\results\4_layer\upper\r0\t6.0\t6.0_320_grid3.cif,2.326300613751869,2.7053662668327676,2.31730515922916,2.2199602439124377,7,8,4,23,42,2.431859654675449,3.0,2.6994963827112106,2.4906886588860466,4,0,4,2,10,2.3262321618369484,3.0,3.0,3.0,6,0,0,0,6
D:\New folder\project\results\4_layer\upper\r0\t6.0\t6.0_340_grid0.cif,2.2881515454906003,2.9241929433579466,2.1449408785760404,2.4511772148444555,8,7,12,8,35,2.431859654675449,3.0,2.6994963827112106,2.4906886588860466,4,0,4,2,10,2.0747502960296376,3.0,3.0,2.3546132676829297,4,0,0,1,5
D:\New folder\project\results\4_layer\upper\r0\t6.0\t6.0_340_grid3.cif,2.326300613751869,2.7053662668327676,2.31730515922916,2.2199602439124377,7,8,4,23,42,2.431859654675449,3.0,2.6994963827112106,2.4906886588860466,4,0,4,2,10,2.1641680889363055,3.0,2.803883265949907,3.0,2,0,1,0,3
D:\New folder\project\results\4_layer\upper\r0\t7.2\t7.2_200_grid0.cif,2.274712123576605,2.554078975717798,2.182586829519802,2.429191960291702,10,12,14,9,45,2.1768430871359734,3.0403813719515194,2.473525734967377,2.1271246397398658,5,5,5,6,21,2.4151369893318777,2.9346650052180108,2.187689507758444,2.3475632917550215,7,4,4,4,19
D:\New folder\project\results\4_layer\upper\r0\t7.2\t7.2_220_grid3.cif,2.274712123576605,2.554078975717798,2.182586829519802,2.429191960291702,10,12,14,9,45,2.1768430871359734,3.0403813719515194,2.473525734967377,2.1271246397398658,5,5,5,6,21,2.3423374360140836,2.934665005218006,2.3813446195163914,2.4310107174565503,6,4,5,6,21
D:\New folder\project\results\4_layer\upper\r0\t7.2\t7.2_260_grid2.cif,2.274712123576605,2.554078975717798,2.182586829519802,2.429191960291702,10,12,14,9,45,2.1768430871359734,3.0403813719515194,2.473525734967377,2.1271246397398658,5,5,5,6,21,2.359045725626843,2.928820727832885,2.0034879314164695,2.2023633013740826,6,6,9,12,33
D:\New folder\project\results\4_layer\upper\r0\t7.2\t7.2_280_grid2.cif,2.274712123576605,2.554078975717798,2.182586829519802,2.429191960291702,10,12,14,9,45,2.1768430871359734,3.0403813719515194,2.473525734967377,2.1271246397398658,5,5,5,6,21,2.203791457988144,2.0056119600403823,2.0034879314164726,2.2438986681237765,8,4,9,8,29
D:\New folder\project\results\4_layer\upper\r20\t6.0\t6.0_200_grid1.cif,2.2492294207867283,2.6142235318406177,2.2053183539832366,2.299116608400863,12,10,16,15,53,2.3281472072062814,3.0,2.597422752199856,2.6815250856481407,6,0,4,2,12,2.4071199150220437,3.0,2.684077716887896,3.0,1,0,1,0,2
D:\New folder\project\results\4_layer\upper\r20\t6.0\t6.0_220_grid1.cif,2.2492294207867283,2.6142235318406177,2.2053183539832366,2.299116608400863,12,10,16,15,53,2.3281472072062814,3.0,2.597422752199856,2.6815250856481407,6,0,4,2,12,2.333518280885815,3.0,2.3389465154522036,3.0,5,0,2,0,7
D:\New folder\project\results\4_layer\upper\r20\t6.0\t6.0_260_grid1.cif,2.2631009196906406,2.7525681581962758,2.1778742995936526,2.3328401794058267,14,10,8,18,50,2.3281472072062814,3.0,2.597422752199856,2.6815250856481407,6,0,4,2,12,1.9872265435625531,3.0376153015069614,2.1127020525035665,1.9940440132652815,6,2,6,2,16
D:\New folder\project\results\4_layer\upper\r20\t6.0\t6.0_280_grid3.cif,2.3043772463125523,2.7645619935642514,2.2821077786767696,2.3503285484070484,9,11,10,20,50,2.3281472072062814,3.0,2.597422752199856,2.6815250856481407,6,0,4,2,12,2.43290099957283,2.584642981042103,2.2855941550158185,2.2527927622151966,7,8,7,24,46
D:\New folder\project\results\4_layer\upper\r20\t6.0\t6.0_320_grid3.cif,2.2631009196906406,2.7525681581962758,2.1778742995936526,2.3328401794058267,14,10,8,18,50,2.3281472072062814,3.0,2.597422752199856,2.6815250856481407,6,0,4,2,12,2.1643712292613797,2.5384299475337535,1.9741901283225565,2.068727615690567,7,11,15,19,52
D:\New folder\project\results\4_layer\upper\r60\t9.6\t9.6_100_grid5.cif,2.4683625432790812,2.9423432891114336,2.2835059342832764,2.4165841118352467,2,2,2,3,9,2.1166634751154265,3.118545160072064,2.4676999481132214,2.101436180296063,4,1,6,2,13,2.401434499876911,2.9839759647239585,2.2452813561236593,2.3972851000850457,3,8,13,6,30
D:\New folder\project\results\4_layer\upper\r80\t1.2\t1.2_80_grid2.cif,2.176595081604913,2.913389107218291,2.115246063407367,2.2471331485713844,10,15,14,22,61,2.2826089331117743,2.9008293132379492,2.0939830145604574,2.6155072664437475,2,2,2,4,10,2.2658190585611098,3.0,2.617567562207168,2.2543045215201243,4,0,2,1,7
D:\New folder\project\results\4_layer\upper\r80\t1.2\t1.2_80_grid3.cif,2.176595081604913,2.913389107218291,2.115246063407367,2.2471331485713844,10,15,14,22,61,2.2826089331117743,2.9008293132379492,2.0939830145604574,2.6155072664437475,2,2,2,4,10,2.1154228406669056,3.0,2.465127785001231,3.0,2,0,2,0,4
D:\New folder\project\results\4_layer\upper\r80\t1.2\t1.2_80_grid4.cif,2.2258311828797255,2.7166657204418008,2.2086170682563466,2.3126494801911277,12,13,12,25,62,2.2826089331117743,2.9008293132379492,2.0939830145604574,2.6155072664437475,2,2,2,4,10,2.053462073393287,2.8767916958793336,2.230980100003874,2.0676253972712426,4,1,10,4,19
D:\New folder\project\results\4_layer\upper\r80\t1.2\t1.2_100_grid1.cif,2.2258311828797255,2.7166657204418008,2.2086170682563466,2.3126494801911277,12,13,12,25,62,2.2826089331117743,2.9008293132379492,2.0939830145604574,2.6155072664437475,2,2,2,4,10,2.0591880985904667,2.2257731322389764,2.4097571552958974,2.6998008443694044,6,1,6,3,16
D:\New folder\project\results\4_layer\upper\r80\t1.2\t1.2_100_grid2.cif,2.176595081604913,2.913389107218291,2.115246063407367,2.2471331485713844,10,15,14,22,61,2.2826089331117743,2.9008293132379492,2.0939830145604574,2.6155072664437475,2,2,2,4,10,2.360837088265998,2.9775242647278426,3.0,2.5869749963504196,4,2,0,1,7
D:\New folder\project\results\4_layer\upper\r80\t1.2\t1.2_200_grid1.cif,2.176595081604913,2.913389107218291,2.115246063407367,2.2471331485713844,10,15,14,22,61,2.328081228813597,2.9008293132379492,2.0939830145604574,2.6155072664437475,6,2,2,4,14,2.2961354723871015,2.3416235121418896,2.4128157691661722,2.4022203445875983,11,9,13,16,49
D:\New folder\project\results\4_layer\upper\r80\t1.2\t1.2_220_grid0.cif,2.270028337181522,2.8038865619582993,2.211207413827557,2.3051607298927275,14,15,15,18,62,1.7752005120457,2.9008293132379492,2.02981465962607,2.3993365160290683,4,2,2,4,12,2.134852312094715,2.6954282775523444,1.696703439968573,2.0676253972712426,4,2,2,4,12
D:\New folder\project\results\4_layer\upper\r80\t1.2\t1.2_220_grid1.cif,2.176595081604913,2.913389107218291,2.115246063407367,2.2471331485713844,10,15,14,22,61,2.2826089331117743,2.9008293132379492,2.0939830145604574,2.6155072664437475,2,2,2,4,10,2.3424810426656637,2.341623512141892,2.351548776728005,2.3305073167315795,7,9,13,16,45
D:\New folder\project\results\4_layer\upper\r80\t1.2\t1.2_220_grid3.cif,2.3327812952456104,2.7660195171138917,2.190384514590223,2.2812373901700935,14,11,6,25,56,1.7794176920800138,2.803158476942992,1.9853881740114274,2.1021074320370836,4,2,2,2,10,2.418754132964028,2.9688069640672845,2.579925800451733,2.285969856482137,4,5,4,12,25
D:\New folder\project\results\4_layer\upper\r80\t1.2\t1.2_260_grid1.cif,2.176595081604913,2.913389107218291,2.115246063407367,2.2471331485713844,10,15,14,22,61,2.2826089331117743,2.9008293132379492,2.0939830145604574,2.6155072664437475,2,2,2,4,10,2.2736899236274986,2.6150347558952074,2.209191363519185,2.256528544675414,14,12,17,16,59
D:\New folder\project\results\4_layer\upper\r80\t1.2\t1.2_260_grid2.cif,2.3327812952456104,2.7660195171138917,2.190384514590223,2.2812373901700935,14,11,6,25,56,1.7794176920800138,2.803158476942992,1.9853881740114274,2.1021074320370836,4,2,2,2,10,2.1474519793858917,3.0132021541894076,1.1032368106591763,3.0,8,2,2,0,12
D:\New folder\project\results\4_layer\upper\r80\t1.2\t1.2_280_grid1.cif,2.176595081604913,2.913389107218291,2.115246063407367,2.2471331485713844,10,15,14,22,61,2.2826089331117743,2.9008293132379492,2.0939830145604574,2.6155072664437475,2,2,2,4,10,2.373880869962033,2.653845722152549,2.2650687647048944,2.3082567076973906,10,13,15,18,56
