file_id,file_path,adjusted_energy,all_atoms_distance_mic,carbon_distance_mic,displacement_distance,X,Y,Z
r60_t9.6_t9.6_300.cif,d:\New folder\project\data\r60\t9.6\t9.6_300.cif,-0.0922799999999597,6.097435741976515,6.0572378540629215,6.057237854062925,0.136119654529995,-1.00173513137298,5.9722800157826335
r80_t0_t0_240.cif,d:\New folder\project\data\r80\t0\t0_240.cif,-0.2215099999999665,5.429340938711713,5.496504064452711,5.496504064452711,0.2372236832326845,-0.4616162967984085,5.471945928935045
r80_t1.2_t1.2_180.cif,d:\New folder\project\data\r80\t1.2\t1.2_180.cif,-0.10191999999995,6.850335213406913,7.102805465983062,7.018789759730302,0.6919373511010569,-1.182239719575676,6.883817374023212
r80_t1.2_t1.2_200.cif,d:\New folder\project\data\r80\t1.2\t1.2_200.cif,-0.1152700000000095,6.699223153571242,6.866356181062207,6.866356181062203,0.6717366046538495,-1.304943878231008,6.707662678895432
r80_t1.2_t1.2_220.cif,d:\New folder\project\data\r80\t1.2\t1.2_220.cif,-0.2998000000000047,6.185832701309569,6.324575842157939,6.3245758421579445,0.5906563562396002,-0.9401130756788428,6.226361060601874
r80_t1.2_t1.2_240.cif,d:\New folder\project\data\r80\t1.2\t1.2_240.cif,-0.2206599999999525,5.790961239894056,5.904986344449104,5.904986344449103,0.4668033280516763,-0.721576465480051,5.842113126730394
r80_t1.2_t1.2_280.cif,d:\New folder\project\data\r80\t1.2\t1.2_280.cif,-0.0515199999999822,5.563171627316748,5.566608018415481,5.566608018415478,0.386443143109129,-1.1341387570743695,5.436130591471588
r80_t2.4_t2.4_100.cif,d:\New folder\project\data\r80\t2.4\t2.4_100.cif,-0.4458199999999124,5.390851038314156,5.432603829283231,5.4326038292832335,1.199383540502538,-0.5604959183431372,5.268824139619307
r80_t2.4_t2.4_160.cif,d:\New folder\project\data\r80\t2.4\t2.4_160.cif,-0.085299999999961,6.584449393176676,6.791364933132,6.791364933132001,0.8405175527528573,-1.4945788383595031,6.5713318280556585
r80_t2.4_t2.4_180.cif,d:\New folder\project\data\r80\t2.4\t2.4_180.cif,-0.1897900000000163,6.817241234329479,7.006495045440193,6.966045032809605,0.0905700560611004,-1.2386159819138312,6.854444610136119
r80_t2.4_t2.4_200.cif,d:\New folder\project\data\r80\t2.4\t2.4_200.cif,-0.2815399999999499,6.611870472542105,6.781401173534178,6.781401173534181,0.5735057808669151,-1.1708262476045967,6.654897361615965
r80_t2.4_t2.4_220.cif,d:\New folder\project\data\r80\t2.4\t2.4_220.cif,-0.3068599999999151,6.271124487727928,6.408391464588548,6.4083914645885525,0.4595202483196342,-0.9676401196599308,6.318227196264803
r80_t2.4_t2.4_280.cif,d:\New folder\project\data\r80\t2.4\t2.4_280.cif,-0.0430299999999306,5.7129965473793956,5.694964261797001,5.694964261796998,0.3183885882052907,-1.1808035411196507,5.562099392075348
r80_t2.4_t2.4_60.cif,d:\New folder\project\data\r80\t2.4\t2.4_60.cif,-0.1043700000000171,5.9202989029460396,5.89325816712057,5.89325816712057,0.935500995232651,-1.2019932610326622,5.69302572562992
r80_t2.4_t2.4_80.cif,d:\New folder\project\data\r80\t2.4\t2.4_80.cif,-0.4362999999999601,5.462750951816944,5.482989261335753,5.482989261335752,1.1542598687141674,-0.9268993957754216,5.27936671443747
r80_t3.6_t3.6_100.cif,d:\New folder\project\data\r80\t3.6\t3.6_100.cif,-0.5482999999999265,5.337264902373011,5.312396503328416,5.312396503328415,-0.4863701327978007,-0.6749940407736481,5.246845123254381
r80_t3.6_t3.6_120.cif,d:\New folder\project\data\r80\t3.6\t3.6_120.cif,-0.0675599999999576,6.282901988609569,6.344934209526082,6.344934209526083,-0.5225168838984389,-1.2652836469316742,6.195500264067683
r80_t3.6_t3.6_180.cif,d:\New folder\project\data\r80\t3.6\t3.6_180.cif,-0.009239999999977,7.244242128170857,7.371805365802716,7.371805365802712,-1.097612466735351,-1.4251107854908345,7.148973385964063
r80_t3.6_t3.6_200.cif,d:\New folder\project\data\r80\t3.6\t3.6_200.cif,-0.0806499999999914,7.123609759987077,7.237510198706661,7.237510198706667,-1.2971204664960387,-1.0989259033149006,7.035012027765386
r80_t3.6_t3.6_220.cif,d:\New folder\project\data\r80\t3.6\t3.6_220.cif,-0.2708599999999705,6.417679501152407,6.509538227548381,6.509538227548379,-1.230367537608951,-0.8065192878934581,6.341120586818044
r80_t3.6_t3.6_240.cif,d:\New folder\project\data\r80\t3.6\t3.6_240.cif,-0.3855800000000045,5.898702189827423,6.029268740916676,6.0292687409166765,-1.1155286987098378,-1.1175515121034456,5.81882770756662
r80_t3.6_t3.6_60.cif,d:\New folder\project\data\r80\t3.6\t3.6_60.cif,-0.2660199999999122,5.825165105006908,5.733079466569255,5.733079466569256,-0.7012991728680833,-1.3321406585713984,5.531887644006658
r80_t3.6_t3.6_80.cif,d:\New folder\project\data\r80\t3.6\t3.6_80.cif,-0.5731499999999414,5.457629109210911,5.3835249056758325,5.383524905675838,-0.533030009105542,-1.0010981557357044,5.262701008228337
r80_t4.8_t4.8_100.cif,d:\New folder\project\data\r80\t4.8\t4.8_100.cif,-0.4850799999999253,5.477524858040911,5.4580504191595445,5.458050419159546,0.3513079970676626,-0.6558286158395517,5.407105130837571
r80_t4.8_t4.8_120.cif,d:\New folder\project\data\r80\t4.8\t4.8_120.cif,-0.0134199999999964,6.264655609764523,6.333904309737508,6.333904309737506,0.2427220823716798,-1.128034499219135,6.2279184294764125
r80_t4.8_t4.8_80.cif,d:\New folder\project\data\r80\t4.8\t4.8_80.cif,-0.5464299999999866,5.492944113717132,5.416262026108516,5.416262026108518,0.1794455434569042,-0.932073317606284,5.3324415573923565
r80_t6.0_t6.0_100.cif,d:\New folder\project\data\r80\t6.0\t6.0_100.cif,-0.4892699999999195,5.459518446173117,5.3092158568375805,5.309215856837575,0.2212226677224328,-0.5625630242780226,5.274690170000176
r80_t6.0_t6.0_80.cif,d:\New folder\project\data\r80\t6.0\t6.0_80.cif,-0.4796799999999166,5.53506860878392,5.364060680197613,5.364060680197618,0.1702766271499012,-0.9637028820751098,5.274033523421017
r80_t8.4_t8.4_240.cif,d:\New folder\project\data\r80\t8.4\t8.4_240.cif,-0.0194999999999936,5.683327536090542,5.756812342376769,5.756812342376767,-0.4915953910498135,-0.7331737149600208,5.688732602305349
r80_t9.6_t9.6_240.cif,d:\New folder\project\data\r80\t9.6\t9.6_240.cif,-0.0823500000000194,5.79199264257248,5.9186727284234895,5.9186727284234895,0.7681513469023994,-0.3726329888424988,5.85677172425751
r100_t0_t0_200.cif,d:\New folder\project\data\r100\t0\t0_200.cif,-0.4758199999999988,6.159313510496646,6.491349309992763,6.362692703432893,1.6428599808916302,-0.9134734619336498,6.0786870092023895
r100_t0_t0_220.cif,d:\New folder\project\data\r100\t0\t0_220.cif,-0.2175899999999728,5.79284334171178,5.9126482147039345,5.912648214703938,0.6840841041682094,-1.1397860249274443,5.761278127867647
r100_t0_t0_240.cif,d:\New folder\project\data\r100\t0\t0_240.cif,-0.303199999999947,5.528187346316317,5.570744760697792,5.570744760697794,0.4791763851604899,-0.744538971400232,5.499931717831843
r100_t1.2_t1.2_200.cif,d:\New folder\project\data\r100\t1.2\t1.2_200.cif,-0.3410399999999072,6.420538523518375,6.603624741611259,6.529369279138762,0.4391258653188551,-0.986422866103852,6.439472151271132
r100_t1.2_t1.2_220.cif,d:\New folder\project\data\r100\t1.2\t1.2_220.cif,-0.5496499999999287,6.002463866508198,6.1099919606739,6.1099919606739,0.5493014080390448,-0.8107515119054676,6.03099922969395
r100_t1.2_t1.2_240.cif,d:\New folder\project\data\r100\t1.2\t1.2_240.cif,-0.5346299999999928,5.7565704077220605,5.80980541802225,5.809805418022249,0.3057510807647553,-0.5666947755719177,5.77401180317735
r100_t2.4_t2.4_180.cif,d:\New folder\project\data\r100\t2.4\t2.4_180.cif,-0.2080899999999701,6.713462464852785,6.895032410953786,6.857300913999428,0.0159697605705721,-1.4909981547616356,6.693223834176032
r100_t2.4_t2.4_220.cif,d:\New folder\project\data\r100\t2.4\t2.4_220.cif,-0.6094799999999623,6.06710047398932,6.061973036225812,6.061973036225817,-0.0997402324419303,-0.8276695527975308,6.0043760782726805
r100_t2.4_t2.4_60.cif,d:\New folder\project\data\r100\t2.4\t2.4_60.cif,-0.4490899999999556,5.4165691370046565,5.518775767761705,5.518775767761709,1.3463265719381174,-1.5076612240266325,5.135294380081215
r100_t2.4_t2.4_80.cif,d:\New folder\project\data\r100\t2.4\t2.4_80.cif,-0.4767999999999119,5.42096174991898,5.498793757008205,5.4987937570082055,1.334127148245913,-1.1724184743643429,5.204063071811758
r100_t3.6_t3.6_200.cif,d:\New folder\project\data\r100\t3.6\t3.6_200.cif,-0.1123400000000174,6.930259572143072,7.063184134727147,7.063184134727145,-1.100899382459433,-1.3365517894711447,6.8476433891393
r100_t3.6_t3.6_220.cif,d:\New folder\project\data\r100\t3.6\t3.6_220.cif,-0.3566399999999703,6.2787299751876215,6.37808485134467,6.378084851344664,-0.7031578207373168,-0.9711824196228536,6.264370691290845
r100_t3.6_t3.6_80.cif,d:\New folder\project\data\r100\t3.6\t3.6_80.cif,-0.563419999999951,5.428457542442839,5.362614965186168,5.362614965186169,-0.3441964727308435,-1.2708750760623484,5.19846559996715
r100_t4.8_t4.8_80.cif,d:\New folder\project\data\r100\t4.8\t4.8_80.cif,-0.5498999999999796,5.486103259888731,5.424058206628407,5.424058206628409,0.3606535063295448,-1.2176028920229052,5.273308228674165
r100_t6.0_t6.0_100.cif,d:\New folder\project\data\r100\t6.0\t6.0_100.cif,-0.4259299999999939,5.563367489190626,5.4270334887824925,5.427033488782495,0.3600754686365569,-0.7280393773826799,5.365910622646738
r100_t6.0_t6.0_80.cif,d:\New folder\project\data\r100\t6.0\t6.0_80.cif,-0.4788300000000163,5.535561469102726,5.335613852426061,5.335613852426063,0.3217137858722438,-1.180075120300953,5.19352463483397
r100_t8.4_t8.4_240.cif,d:\New folder\project\data\r100\t8.4\t8.4_240.cif,-0.3011099999999942,5.424790515015344,5.4531778643145135,5.453177864314516,-0.1685749013851224,-0.7213130706661053,5.402632578341698
r100_t9.6_t9.6_220.cif,d:\New folder\project\data\r100\t9.6\t9.6_220.cif,-0.4899799999999459,5.9695190539093295,6.26991222219292,6.269912222192924,1.868648907149056,-0.9164432665599688,5.914396188537909
r100_t9.6_t9.6_240.cif,d:\New folder\project\data\r100\t9.6\t9.6_240.cif,-0.2565999999999349,5.642555405680629,5.734334173229717,5.734334173229718,0.7067533149295646,-0.7151435315143932,5.645498905450195
r160_t0_t0_300.cif,d:\New folder\project\data\r160\t0\t0_300.cif,-0.0509299999999939,6.6947139814159415,6.538679226749542,6.5386792267495375,0.8031215217739683,-0.6609217248786642,6.455424410925498
r160_t0_t0_320.cif,d:\New folder\project\data\r160\t0\t0_320.cif,-0.2132100000000036,6.678653713973197,6.55483592712822,6.554835927128219,1.427512193150398,-0.2378848172201719,6.393081712579148
r160_t1.2_t1.2_300.cif,d:\New folder\project\data\r160\t1.2\t1.2_300.cif,-0.2994099999999662,6.438813778737326,6.2355944485290085,6.235594448529011,-0.1026468315988066,-0.5536851677096237,6.210115497279171
r160_t1.2_t1.2_320.cif,d:\New folder\project\data\r160\t1.2\t1.2_320.cif,-0.2972699999999122,6.618352564525515,6.401895691879397,6.401895691879397,0.1783883588021114,-0.2103330258891788,6.3959523185658735
r160_t3.6_t3.6_160.cif,d:\New folder\project\data\r160\t3.6\t3.6_160.cif,-0.0913999999999077,7.622291062735336,7.615806351389073,7.615806351389073,-0.6879538209637356,-1.221661379488609,7.4856375410478915
r160_t9.6_t9.6_300.cif,d:\New folder\project\data\r160\t9.6\t9.6_300.cif,-0.1723299999999881,6.567303288563471,6.47185195685597,6.471851956855971,1.2235163860643703,-0.6166366341750414,6.325158864873334
r160_t9.6_t9.6_320.cif,d:\New folder\project\data\r160\t9.6\t9.6_320.cif,-0.2024299999999357,6.727640788927842,6.594839206120051,6.594839206120053,1.3985715125883331,-0.3254520520910396,6.436612683744788
r180_t0_t0_300.cif,d:\New folder\project\data\r180\t0\t0_300.cif,-0.2296599999999671,6.452205287362845,6.371480923222927,6.371480923222922,1.656513337001876,-0.6643621423006061,6.116400547969882
r180_t0_t0_320.cif,d:\New folder\project\data\r180\t0\t0_320.cif,-0.244609999999966,6.739860396157786,6.602514720447424,6.602514720447425,1.416121565356883,-0.5626758007003564,6.424266206280864
r180_t0_t0_340.cif,d:\New folder\project\data\r180\t0\t0_340.cif,-0.2455699999999296,6.892702353727959,6.762283425504613,6.762283425504609,1.739159737271649,-0.2450221077454528,6.530219345613403
r180_t1.2_t1.2_280.cif,d:\New folder\project\data\r180\t1.2\t1.2_280.cif,-0.1605200000000195,6.260112345156766,6.076161047859455,6.076161047859453,0.0021469954804815,-0.7476447884396027,6.029988038151816
r180_t1.2_t1.2_300.cif,d:\New folder\project\data\r180\t1.2\t1.2_300.cif,-0.4098199999999679,6.259330165670858,6.069834491252958,6.069834491252962,0.2617181683653639,-0.6559629509100702,6.0286073813597225
r180_t1.2_t1.2_320.cif,d:\New folder\project\data\r180\t1.2\t1.2_320.cif,-0.3309600000000046,6.709904929810537,6.488216158284669,6.4882161582846685,0.2369147185040218,-0.5668929804477668,6.459059736641353
r180_t1.2_t1.2_340.cif,d:\New folder\project\data\r180\t1.2\t1.2_340.cif,-0.2923099999999294,6.75978806796441,6.528572389867454,6.528572389867454,0.3967050765122558,-0.349871400625597,6.50710938397637
r180_t2.4_t2.4_280.cif,d:\New folder\project\data\r180\t2.4\t2.4_280.cif,-0.1073199999999587,6.460117111448182,6.224347617302886,6.224347617302893,-0.581637982228616,-0.6847757932431314,6.159162494336504
r180_t2.4_t2.4_300.cif,d:\New folder\project\data\r180\t2.4\t2.4_300.cif,-0.3088599999999815,6.397965900089879,6.152291369768769,6.152291369768773,-0.3871557233654659,-0.6111568655785473,6.109606110875961
r180_t2.4_t2.4_320.cif,d:\New folder\project\data\r180\t2.4\t2.4_320.cif,-0.3965499999999338,6.692952760264242,6.4141944261017825,6.414194426101787,-0.4471483239169342,-0.6423753310183854,6.366262832019467
r180_t7.2_t7.2_300.cif,d:\New folder\project\data\r180\t7.2\t7.2_300.cif,-0.1356299999999919,6.482592214009195,6.337327469767118,6.337327469767121,-1.1938657646310111,-0.7552297540709825,6.17786629943323
r180_t7.2_t7.2_320.cif,d:\New folder\project\data\r180\t7.2\t7.2_320.cif,-0.1244699999999738,6.8386231623436995,6.655080817461293,6.655080817461293,-1.2128970229675766,-0.7562890904168835,6.4997698659517225
r180_t8.4_t8.4_120.cif,d:\New folder\project\data\r180\t8.4\t8.4_120.cif,-0.218309999999974,6.648500631185231,6.593342810144407,6.593342810144407,-0.8363954422150788,-1.4398310111352377,6.379615876814063
r180_t8.4_t8.4_300.cif,d:\New folder\project\data\r180\t8.4\t8.4_300.cif,-0.0229399999999486,6.558126171423073,6.397100655964803,6.397100655964804,-1.34652103616513,-0.534513832176982,6.23089663410665
r180_t8.4_t8.4_320.cif,d:\New folder\project\data\r180\t8.4\t8.4_320.cif,-0.037649999999985,6.943895829085769,6.653565888504667,6.6535658885046685,-0.9386595294799018,-0.7825645626366224,6.540370786560563
r180_t8.4_t8.4_340.cif,d:\New folder\project\data\r180\t8.4\t8.4_340.cif,-0.1149699999999711,6.936706735364242,6.672577758585372,6.672577758585373,-0.9623033537510832,-0.3767322516908131,6.592066368769627
r180_t9.6_t9.6_300.cif,d:\New folder\project\data\r180\t9.6\t9.6_300.cif,-0.2634699999999839,6.490797985874151,6.403903668270853,6.40390366827085,1.6484408876268708,-0.745933088767988,6.142980437830958
r180_t9.6_t9.6_320.cif,d:\New folder\project\data\r180\t9.6\t9.6_320.cif,-0.2876599999999598,6.7737839501769,6.67906430473475,6.679064304734749,1.5826799124494946,-0.6391350925653467,6.45728508081858
r180_t9.6_t9.6_340.cif,d:\New folder\project\data\r180\t9.6\t9.6_340.cif,-0.2501599999999371,6.854279335649423,6.763509756245789,6.763509756245786,1.7366994134566782,-0.3251126491770162,6.528647726403705
r200_t0_t0_300.cif,d:\New folder\project\data\r200\t0\t0_300.cif,-0.1575199999999768,6.258533945201427,6.154708564800115,6.154708564800111,1.27856722696745,-0.5557044081482541,5.994739024721027
r200_t0_t0_320.cif,d:\New folder\project\data\r200\t0\t0_320.cif,-0.2582099999999627,6.382409073957666,6.296254561435339,6.296254561435342,1.7858487906845475,-0.3312852403621628,6.028583224002475
r200_t0_t0_340.cif,d:\New folder\project\data\r200\t0\t0_340.cif,-0.1505399999999781,6.88261263508844,6.743107289089944,6.743107289089939,1.651526674727842,-0.7327296248390541,6.496542376658793
r200_t1.2_t1.2_280.cif,d:\New folder\project\data\r200\t1.2\t1.2_280.cif,-0.0973999999999932,6.243940326829883,6.0914791900810465,6.091479190081049,-0.010967262537586,-0.9004347575880256,6.024551077853876
r200_t1.2_t1.2_300.cif,d:\New folder\project\data\r200\t1.2\t1.2_300.cif,-0.3240599999999176,6.225003597855537,6.044157007596036,6.044157007596037,0.328835749062465,-0.7758173097005922,5.985132286305771
r200_t1.2_t1.2_320.cif,d:\New folder\project\data\r200\t1.2\t1.2_320.cif,-0.3523000000000138,6.3199918604872325,6.1244856378570125,6.124485637857014,0.4703352512286118,-0.41626863134236,6.092194145488874
r200_t1.2_t1.2_340.cif,d:\New folder\project\data\r200\t1.2\t1.2_340.cif,-0.2531099999999924,6.782176276595714,6.546995886959879,6.546995886959879,0.3645094389793047,-0.6875610363321079,6.500580576693322
r200_t2.4_t2.4_220.cif,d:\New folder\project\data\r200\t2.4\t2.4_220.cif,-0.2750199999999267,7.084870934027402,7.117969056281971,7.117969056281964,0.4630472904531453,-0.887044978221394,7.047284718216213
r200_t2.4_t2.4_280.cif,d:\New folder\project\data\r200\t2.4\t2.4_280.cif,-0.0656399999999166,6.438499187178079,6.236523869154049,6.23652386915405,-0.3388283108331607,-1.021755963921658,6.142917881308253
r200_t2.4_t2.4_300.cif,d:\New folder\project\data\r200\t2.4\t2.4_300.cif,-0.354319999999916,6.304031337956306,6.05368453652392,6.053684536523918,-0.1590170315617739,-0.917084633806953,5.981702585874465
r200_t2.4_t2.4_320.cif,d:\New folder\project\data\r200\t2.4\t2.4_320.cif,-0.3324799999999186,6.421418564078266,6.165457621367048,6.1654576213670484,-0.2404667518847459,-0.4830248269036234,6.14180188859147
r200_t2.4_t2.4_340.cif,d:\New folder\project\data\r200\t2.4\t2.4_340.cif,-0.2274699999999256,6.8762806858307215,6.63792988261146,6.637929882611462,-1.0995514011819916,-0.6367030969785883,6.515190634887271
r200_t3.6_t3.6_160.cif,d:\New folder\project\data\r200\t3.6\t3.6_160.cif,-0.0060899999999719,7.354138299693258,7.361699918631579,7.361699918631584,-0.7016628285373707,-1.0389763251546402,7.254159025193572
r200_t3.6_t3.6_200.cif,d:\New folder\project\data\r200\t3.6\t3.6_200.cif,-0.0634999999999763,7.870300229496948,7.899375883922476,7.899375883922473,-1.0556599653822665,-1.1810421441062366,7.738918583809369
r200_t3.6_t3.6_220.cif,d:\New folder\project\data\r200\t3.6\t3.6_220.cif,-0.2038299999999253,7.294606405011942,7.343080497594651,7.343080497594647,-1.3407904209085393,-0.838247824170229,7.170805591189084
r200_t3.6_t3.6_240.cif,d:\New folder\project\data\r200\t3.6\t3.6_240.cif,-0.2749099999999771,6.680078263729594,6.709835303510368,6.709835303510374,-1.413047794607666,-0.3311755437409946,6.550992939212835
r200_t4.8_t4.8_220.cif,d:\New folder\project\data\r200\t4.8\t4.8_220.cif,-0.0090099999999893,7.255602664004851,7.2737959036997415,7.273795903699737,-0.5056835428578513,-0.6671913822906588,7.225458232012616
r200_t4.8_t4.8_240.cif,d:\New folder\project\data\r200\t4.8\t4.8_240.cif,-0.0885399999999663,6.610216285498468,6.63232847129938,6.632328471299379,-0.5358741249582549,-0.1849799350073417,6.608055863645014
r200_t6.0_t6.0_100.cif,d:\New folder\project\data\r200\t6.0\t6.0_100.cif,-0.0218299999999089,6.1453310575714655,5.989854635530231,5.989854635530235,0.1674459802571687,-0.7632610903258377,5.938665919756168
r200_t6.0_t6.0_300.cif,d:\New folder\project\data\r200\t6.0\t6.0_300.cif,-0.1215999999999439,6.316175118359319,6.226281078797647,6.226281078797652,1.027377703612471,-0.6791445229495978,6.103264195761247
r200_t7.2_t7.2_280.cif,d:\New folder\project\data\r200\t7.2\t7.2_280.cif,-0.0038599999999178,6.37117406231263,6.28025844439942,6.2802584443994185,-0.6746745496453572,-0.8051688114470374,6.191781937825653
r200_t7.2_t7.2_300.cif,d:\New folder\project\data\r200\t7.2\t7.2_300.cif,-0.219789999999989,6.321490702136822,6.185146856681098,6.185146856681098,-0.9790454832132196,-0.7200692395072212,6.06457021319956
r200_t7.2_t7.2_320.cif,d:\New folder\project\data\r200\t7.2\t7.2_320.cif,-0.2635099999999966,6.441917863924468,6.286387647491674,6.286387647491673,-1.18105326895164,-0.5627648153717366,6.148746099247728
r200_t7.2_t7.2_340.cif,d:\New folder\project\data\r200\t7.2\t7.2_340.cif,-0.3373699999999644,6.758050282756596,6.575915618725046,6.575915618725044,-1.0666809933311867,-0.6823111916072342,6.4528528048348885
r200_t8.4_t8.4_140.cif,d:\New folder\project\data\r200\t8.4\t8.4_140.cif,-0.1228499999999712,6.919128596061756,6.920053146284654,6.920053146284653,-0.7644820677648917,-1.4349961527000834,6.726328029259798
r200_t8.4_t8.4_240.cif,d:\New folder\project\data\r200\t8.4\t8.4_240.cif,-0.0208699999999453,6.957238807363024,6.926272580506941,6.926272580506941,-0.6344744276701388,-0.6346445423574771,6.867890532395722
r200_t8.4_t8.4_300.cif,d:\New folder\project\data\r200\t8.4\t8.4_300.cif,-0.1123499999999921,6.356047475057409,6.169619371132242,6.169619371132237,-1.0861081822662084,-0.6358140401637015,6.03989343510258
r200_t8.4_t8.4_320.cif,d:\New folder\project\data\r200\t8.4\t8.4_320.cif,-0.2528999999999541,6.296330913668955,6.18573254165936,6.185732541659362,-1.6046045703862628,-0.2973064859249152,5.96658529672258
r200_t8.4_t8.4_340.cif,d:\New folder\project\data\r200\t8.4\t8.4_340.cif,-0.2569799999999986,6.8923141956015535,6.608631423511744,6.608631423511746,-0.922798475886072,-0.6813242996950306,6.508321555007427
r200_t9.6_t9.6_300.cif,d:\New folder\project\data\r200\t9.6\t9.6_300.cif,-0.2348399999999628,6.183763252283814,6.073299241644649,6.073299241644646,1.3244494531836328,-0.7103016078473164,5.884408972055947
r200_t9.6_t9.6_320.cif,d:\New folder\project\data\r200\t9.6\t9.6_320.cif,-0.1824899999999161,6.563427815162522,6.525171268965805,6.525171268965804,1.9307003091755013,-0.5780353736605315,6.206136601162075
r200_t9.6_t9.6_340.cif,d:\New folder\project\data\r200\t9.6\t9.6_340.cif,-0.178229999999985,6.944576044168815,6.807558683560334,6.807558683560329,1.734524590556531,-0.6819053237881845,6.547463997935511
r220_t0_t0_100.cif,d:\New folder\project\data\r220\t0\t0_100.cif,-0.1350299999999151,6.015682974425477,5.986627260427686,5.986627260427688,0.4400239309932899,-1.1650124986767647,5.855666552440982
r220_t0_t0_120.cif,d:\New folder\project\data\r220\t0\t0_120.cif,-0.2353299999999762,5.854114708432338,5.846189200929587,5.846189200929583,0.3827721275592531,-0.6227356967008473,5.800311536761104
r220_t0_t0_240.cif,d:\New folder\project\data\r220\t0\t0_240.cif,-0.0153500000000121,6.628788809247933,6.588916867514823,6.588916867514821,-0.2607130099290993,-0.840661282933444,6.529865451971559
