file_path,Int1_avg_HH_dist,Int1_avg_OO_dist,Int1_avg_OH_dist,Int1_avg_HO_dist,Int1_count_HH,Int1_count_OO,Int1_count_OH,Int1_count_HO,Int1_sum_of_count,Int2_avg_HH_dist,Int2_avg_OO_dist,Int2_avg_OH_dist,Int2_avg_HO_dist,Int2_count_HH,Int2_count_OO,Int2_count_OH,Int2_count_HO,Int2_sum_of_count,Int3_avg_HH_dist,Int3_avg_OO_dist,Int3_avg_OH_dist,Int3_avg_HO_dist,Int3_count_HH,Int3_count_OO,Int3_count_OH,Int3_count_HO,Int3_sum_of_count,Int4_avg_HH_dist,Int4_avg_OO_dist,Int4_avg_OH_dist,Int4_avg_HO_dist,Int4_count_HH,Int4_count_OO,Int4_count_OH,Int4_count_HO,Int4_sum_of_count
D:\New folder\project\results\5_layer\lower\r80\t2.4\t2.4_80_grid4.cif,2.238047077568101,3.0,2.113987908126551,3.0,8,0,14,0,22,2.2413881838918055,2.903339983095039,2.0450630308146156,2.1833627021746866,11,8,11,15,45,2.4621349093000093,2.98360670670209,2.3172850274427264,2.2682735416251085,4,4,8,6,22,2.1122710059510337,2.9910714964055933,2.359070067599481,2.085738523607671,4,3,4,5,16
D:\New folder\project\results\5_layer\lower\r80\t2.4\t2.4_80_grid5.cif,2.227569439303572,3.0,1.9689116991127078,3.0,6,0,12,0,18,2.430207346832345,2.98360670670209,2.6139383977669306,2.0581875326550816,2,4,3,6,15,2.436729470077705,2.734528572892349,2.3095790633238398,2.1933876449139995,8,10,16,16,50,2.2784170883293977,2.5581315329666103,2.484542515553971,2.1538792735730854,12,5,3,15,35
D:\New folder\project\results\5_layer\lower\r80\t2.4\t2.4_80_grid6.cif,2.1777242586853394,2.6934272687372856,1.9770612342410339,1.823270425167206,8,4,16,10,38,2.262542385320453,2.88751685408805,2.082007395224119,2.6207781448625154,2,2,2,4,10,2.4055910019834537,2.9275568449347102,2.2564360910388075,2.1548756740082746,9,6,16,10,41,2.2784170883293977,2.639720887178144,2.306441409791387,2.3363880997804074,12,7,5,15,39
D:\New folder\project\results\5_layer\lower\r80\t2.4\t2.4_80_grid7.cif,2.234426206912941,3.0,2.0710240087251637,3.0,6,0,13,0,19,2.1828325918373226,2.898889359450244,2.3217538747346484,2.473182293387562,5,5,8,8,26,2.3548206097630318,2.8798256061267327,2.2383454556574955,2.3504056198633902,12,10,12,14,48,2.1122710059510337,2.9910714964055933,2.359070067599481,2.085738523607671,4,3,4,5,16
D:\New folder\project\results\5_layer\lower\r80\t2.4\t2.4_100_grid0.cif,2.246817222794673,2.7828147423924894,1.9564166441063997,2.218276966084023,3,6,13,3,25,2.452714440924042,2.979554779949326,2.3571723716161452,2.237262552966139,2,5,7,4,18,2.280432813872326,2.8693107150637798,2.3571723716161337,2.34402622194783,4,7,7,6,24,2.3538688817915068,2.7590835771818862,2.2255746455202385,2.098172794599387,4,7,7,17,35
D:\New folder\project\results\5_layer\lower\r80\t2.4\t2.4_100_grid2.cif,2.2909337802936824,2.7798728426635813,1.986047305867624,2.088493109687088,4,6,11,4,25,2.3610944981154915,2.9495758879238214,2.2562548555019197,1.8610821473120231,4,6,6,4,20,2.3930443496222082,2.679748718496254,2.1207154508586474,2.331294679647615,8,12,9,18,47,2.1921103011385403,2.9910714964055933,1.7806297371850723,3.0,4,3,8,0,15
D:\New folder\project\results\5_layer\lower\r80\t2.4\t2.4_100_grid3.cif,2.2909337802936824,2.7828147423924894,1.8308761974705297,2.0798326837166567,4,6,13,2,25,2.452714440924042,2.9495758879238214,2.4099501195411324,2.1149090726070683,2,6,6,6,20,2.3530367889275032,2.9910714964055933,2.1889102179795854,3.0,4,3,10,0,17,2.3888917982372004,2.8799011573894635,2.4722425712773206,2.2712837107595165,6,6,10,9,31
D:\New folder\project\results\5_layer\lower\r80\t2.4\t2.4_100_grid4.cif,3.0,3.0572899175418824,3.0,2.769970550136268,0,2,0,4,6,2.1746972136823652,2.943263506099614,1.9662021681247315,2.2836103614455014,10,8,14,12,44,2.4508813622541608,2.98485576737508,2.3992436812604345,2.204541181115516,4,6,5,8,23,2.083307319204841,2.6725609361140292,3.0,2.557553559911191,2,2,0,2,6
D:\New folder\project\results\5_layer\lower\r80\t2.4\t2.4_100_grid5.cif,2.1889922781759754,2.88751685408805,2.082007395224119,2.6207781448625154,4,2,2,4,12,2.382509751188542,2.7043533279377288,1.8524501164433729,1.9821021196408974,6,9,10,20,45,2.411725193981801,2.879924783172734,2.4300995495272675,2.063237607995946,2,6,6,12,26,2.3725995906122646,2.7421690071575124,1.9390057961602014,2.2368959026957205,6,9,14,6,35
D:\New folder\project\results\5_layer\lower\r80\t2.4\t2.4_100_grid6.cif,2.3931405335435096,2.9942214577168125,2.141270045450944,2.1398991756076304,13,8,10,10,41,2.364751384809197,2.98360670670209,2.6139383977669306,2.053766968109356,7,4,3,12,26,2.411725193981801,2.879924783172734,2.4300995495272675,2.063237607995946,2,6,6,12,26,2.3725995906122646,2.7421690071575124,1.9390057961602014,2.2368959026957205,6,9,14,6,35
