file_id,file_path,adjusted_energy,geometric_center_distance,X,Y,Z
r180_t2.4_t2.4_320.cif,d:\New folder\project\data\r180\t2.4\t2.4_320.cif,-0.3965499999999338,6.414194426101787,-0.4471483239169342,-0.6423753310183854,6.366262832019467
r180_t7.2_t7.2_300.cif,d:\New folder\project\data\r180\t7.2\t7.2_300.cif,-0.1356299999999919,6.337327469767121,-1.1938657646310111,-0.7552297540709825,6.17786629943323
r180_t7.2_t7.2_320.cif,d:\New folder\project\data\r180\t7.2\t7.2_320.cif,-0.1244699999999738,6.655080817461293,-1.2128970229675766,-0.7562890904168835,6.4997698659517225
r180_t8.4_t8.4_120.cif,d:\New folder\project\data\r180\t8.4\t8.4_120.cif,-0.218309999999974,6.593342810144407,-0.8363954422150788,-1.4398310111352377,6.379615876814063
r180_t8.4_t8.4_300.cif,d:\New folder\project\data\r180\t8.4\t8.4_300.cif,-0.0229399999999486,6.397100655964804,-1.34652103616513,-0.534513832176982,6.23089663410665
r180_t8.4_t8.4_320.cif,d:\New folder\project\data\r180\t8.4\t8.4_320.cif,-0.037649999999985,6.6535658885046685,-0.9386595294799018,-0.7825645626366224,6.540370786560563
r180_t8.4_t8.4_340.cif,d:\New folder\project\data\r180\t8.4\t8.4_340.cif,-0.1149699999999711,6.672577758585373,-0.9623033537510832,-0.3767322516908131,6.592066368769627
r180_t9.6_t9.6_300.cif,d:\New folder\project\data\r180\t9.6\t9.6_300.cif,-0.2634699999999839,6.40390366827085,1.6484408876268708,-0.745933088767988,6.142980437830958
r180_t9.6_t9.6_320.cif,d:\New folder\project\data\r180\t9.6\t9.6_320.cif,-0.2876599999999598,6.679064304734749,1.5826799124494946,-0.6391350925653467,6.45728508081858
r180_t9.6_t9.6_340.cif,d:\New folder\project\data\r180\t9.6\t9.6_340.cif,-0.2501599999999371,6.763509756245786,1.7366994134566782,-0.3251126491770162,6.528647726403705
r200_t0_t0_300.cif,d:\New folder\project\data\r200\t0\t0_300.cif,-0.1575199999999768,6.154708564800111,1.27856722696745,-0.5557044081482541,5.994739024721027
r200_t0_t0_320.cif,d:\New folder\project\data\r200\t0\t0_320.cif,-0.2582099999999627,6.296254561435342,1.7858487906845475,-0.3312852403621628,6.028583224002475
r200_t0_t0_340.cif,d:\New folder\project\data\r200\t0\t0_340.cif,-0.1505399999999781,6.743107289089939,1.651526674727842,-0.7327296248390541,6.496542376658793
r200_t1.2_t1.2_280.cif,d:\New folder\project\data\r200\t1.2\t1.2_280.cif,-0.0973999999999932,6.091479190081049,-0.010967262537586,-0.9004347575880256,6.024551077853876
r200_t1.2_t1.2_300.cif,d:\New folder\project\data\r200\t1.2\t1.2_300.cif,-0.3240599999999176,6.044157007596037,0.328835749062465,-0.7758173097005922,5.985132286305771
r200_t1.2_t1.2_320.cif,d:\New folder\project\data\r200\t1.2\t1.2_320.cif,-0.3523000000000138,6.124485637857014,0.4703352512286118,-0.41626863134236,6.092194145488874
r200_t1.2_t1.2_340.cif,d:\New folder\project\data\r200\t1.2\t1.2_340.cif,-0.2531099999999924,6.546995886959879,0.3645094389793047,-0.6875610363321079,6.500580576693322
r200_t2.4_t2.4_220.cif,d:\New folder\project\data\r200\t2.4\t2.4_220.cif,-0.2750199999999267,7.117969056281964,0.4630472904531453,-0.887044978221394,7.047284718216213
r200_t2.4_t2.4_280.cif,d:\New folder\project\data\r200\t2.4\t2.4_280.cif,-0.0656399999999166,6.23652386915405,-0.3388283108331607,-1.021755963921658,6.142917881308253
