file_path,avg_HH_dist,avg_OO_dist,avg_OH_dist,avg_HO_dist,count_HH,count_OO,count_OH,count_HO,sum_of_count,file_id,r_bottom,displacement,r_upper,adjusted_energy
d:\New folder\project\data\r80\t6.0\t6.0_200.cif,2.3884327354467003,3.0,2.4253246921932208,3.0,2,0,2,0,4,r80_t6.0_t6.0_200.cif,80,6.0,200,0.3358600000000251
d:\New folder\project\data\r80\t6.0\t6.0_220.cif,3.0,3.0,2.343499047504004,2.3747514313315605,0,0,2,2,4,r80_t6.0_t6.0_220.cif,80,6.0,220,0.1649500000000898
d:\New folder\project\data\r80\t6.0\t6.0_240.cif,2.3894994597056325,3.0,3.0,2.6806552888242643,2,0,0,4,6,r80_t6.0_t6.0_240.cif,80,6.0,240,0.1543100000000095
d:\New folder\project\data\r80\t6.0\t6.0_260.cif,2.4478633827449916,3.0,3.0,2.265281455484925,2,0,0,2,4,r80_t6.0_t6.0_260.cif,80,6.0,260,0.1703100000000859
d:\New folder\project\data\r80\t6.0\t6.0_280.cif,3.0,3.0,3.0,2.347276317356635,0,0,0,2,2,r80_t6.0_t6.0_280.cif,80,6.0,280,0.2347900000000891
d:\New folder\project\data\r80\t6.0\t6.0_300.cif,3.0,3.157912189989232,3.0,3.0,0,1,0,0,1,r80_t6.0_t6.0_300.cif,80,6.0,300,0.3469900000000052
d:\New folder\project\data\r80\t6.0\t6.0_320.cif,3.0,3.0,2.798063508020741,3.0,0,0,2,0,2,r80_t6.0_t6.0_320.cif,80,6.0,320,0.404260000000022
d:\New folder\project\data\r80\t6.0\t6.0_340.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r80_t6.0_t6.0_340.cif,80,6.0,340,0.3537900000000036
d:\New folder\project\data\r80\t6.0\t6.0_40.cif,2.398128690178824,3.0,3.0,3.0,2,0,0,0,2,r80_t6.0_t6.0_40.cif,80,6.0,40,0.4540000000000646
d:\New folder\project\data\r80\t6.0\t6.0_60.cif,3.0,3.0,3.0,2.751140747975815,0,0,0,2,2,r80_t6.0_t6.0_60.cif,80,6.0,60,0.3148500000000922
d:\New folder\project\data\r80\t6.0\t6.0_80.cif,3.0,2.7767374712633446,1.9049510321536949,1.9066584072399382,0,4,2,2,8,r80_t6.0_t6.0_80.cif,80,6.0,80,-0.4796799999999166
d:\New folder\project\data\r80\t7.2\t7.2_0.cif,3.0,3.0,3.0,2.4197330356819524,0,0,0,2,2,r80_t7.2_t7.2_0.cif,80,7.2,0,0.3555900000000065
d:\New folder\project\data\r80\t7.2\t7.2_100.cif,3.0,3.0,2.4438371060016806,2.609844101731036,0,0,2,4,6,r80_t7.2_t7.2_100.cif,80,7.2,100,0.0272600000000693
d:\New folder\project\data\r80\t7.2\t7.2_120.cif,3.0,3.0,3.0,2.530028499761409,0,0,0,2,2,r80_t7.2_t7.2_120.cif,80,7.2,120,0.3273400000000492
d:\New folder\project\data\r80\t7.2\t7.2_140.cif,3.0,3.0,3.0,2.5646319392309374,0,0,0,2,2,r80_t7.2_t7.2_140.cif,80,7.2,140,0.427560000000085
d:\New folder\project\data\r80\t7.2\t7.2_160.cif,3.0,3.0918588307214723,3.0,2.6996936209653972,0,2,0,2,4,r80_t7.2_t7.2_160.cif,80,7.2,160,0.5765999999999849
d:\New folder\project\data\r80\t7.2\t7.2_180.cif,2.4574881860033146,3.128921783822518,3.0,2.8158428923670864,2,1,0,1,4,r80_t7.2_t7.2_180.cif,80,7.2,180,0.5457099999999855
d:\New folder\project\data\r80\t7.2\t7.2_20.cif,2.4290544985391644,3.0,3.0,2.416510389069267,2,0,0,2,4,r80_t7.2_t7.2_20.cif,80,7.2,20,0.4190600000000586
d:\New folder\project\data\r80\t7.2\t7.2_200.cif,2.395094031901426,3.0,2.6522012833139543,3.0,2,0,2,0,4,r80_t7.2_t7.2_200.cif,80,7.2,200,0.4031600000000708
d:\New folder\project\data\r80\t7.2\t7.2_220.cif,2.49321086902855,3.0,2.634980334708957,2.7649081466348964,1,0,2,2,5,r80_t7.2_t7.2_220.cif,80,7.2,220,0.1890300000000024
d:\New folder\project\data\r80\t7.2\t7.2_240.cif,2.1278963166910474,3.0,3.0,2.712431192716722,2,0,0,2,4,r80_t7.2_t7.2_240.cif,80,7.2,240,0.094820000000027
d:\New folder\project\data\r80\t7.2\t7.2_260.cif,3.0,3.0,3.0,2.5248353926029408,0,0,0,2,2,r80_t7.2_t7.2_260.cif,80,7.2,260,0.2214200000000801
d:\New folder\project\data\r80\t7.2\t7.2_280.cif,2.4579840669473074,3.0,3.0,2.477031436701588,1,0,0,2,3,r80_t7.2_t7.2_280.cif,80,7.2,280,0.1249200000000883
d:\New folder\project\data\r80\t7.2\t7.2_300.cif,3.0,3.0,3.0,2.664858374166166,0,0,0,2,2,r80_t7.2_t7.2_300.cif,80,7.2,300,0.3290600000000268
d:\New folder\project\data\r80\t7.2\t7.2_320.cif,3.0,3.0,3.0,2.530029678575913,0,0,0,2,2,r80_t7.2_t7.2_320.cif,80,7.2,320,0.3541400000000294
d:\New folder\project\data\r80\t7.2\t7.2_340.cif,3.0,3.0,3.0,2.753979392649712,0,0,0,2,2,r80_t7.2_t7.2_340.cif,80,7.2,340,0.3785599999999931
d:\New folder\project\data\r80\t7.2\t7.2_40.cif,2.3685325010710256,3.0,3.0,3.0,2,0,0,0,2,r80_t7.2_t7.2_40.cif,80,7.2,40,0.4765600000000631
d:\New folder\project\data\r80\t7.2\t7.2_60.cif,3.0,3.0,2.4268785172264544,2.771921235543417,0,0,2,2,4,r80_t7.2_t7.2_60.cif,80,7.2,60,0.2932500000000573
d:\New folder\project\data\r80\t7.2\t7.2_80.cif,3.0,3.0,2.280080473754306,2.8218423928371896,0,0,2,2,4,r80_t7.2_t7.2_80.cif,80,7.2,80,0.1607400000000325
d:\New folder\project\data\r80\t8.4\t8.4_0.cif,3.0,3.0,3.0,2.4128583461991977,0,0,0,2,2,r80_t8.4_t8.4_0.cif,80,8.4,0,0.3590900000000374
d:\New folder\project\data\r80\t8.4\t8.4_100.cif,3.0,3.0,2.585419974465223,2.457699686904688,0,0,2,2,4,r80_t8.4_t8.4_100.cif,80,8.4,100,0.0174299999999902
d:\New folder\project\data\r80\t8.4\t8.4_120.cif,2.42969495865367,3.0,3.0,2.743011680209992,2,0,0,4,6,r80_t8.4_t8.4_120.cif,80,8.4,120,0.0477900000000772
d:\New folder\project\data\r80\t8.4\t8.4_140.cif,3.0,3.0,3.0,2.8211441646884765,0,0,0,1,1,r80_t8.4_t8.4_140.cif,80,8.4,140,0.4327600000000302
d:\New folder\project\data\r80\t8.4\t8.4_160.cif,3.0,3.120112488891084,3.0,3.0,0,2,0,0,2,r80_t8.4_t8.4_160.cif,80,8.4,160,0.6435200000000805
d:\New folder\project\data\r80\t8.4\t8.4_180.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r80_t8.4_t8.4_180.cif,80,8.4,180,0.5744900000000825
d:\New folder\project\data\r80\t8.4\t8.4_20.cif,3.0,3.0,3.0,2.591975347612351,0,0,0,2,2,r80_t8.4_t8.4_20.cif,80,8.4,20,0.4855300000000397
d:\New folder\project\data\r80\t8.4\t8.4_200.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r80_t8.4_t8.4_200.cif,80,8.4,200,0.4918200000000752
d:\New folder\project\data\r80\t8.4\t8.4_220.cif,2.3059466503604744,3.0,2.5003919693132812,3.0,2,0,2,0,4,r80_t8.4_t8.4_220.cif,80,8.4,220,0.1651800000000776
d:\New folder\project\data\r80\t8.4\t8.4_240.cif,2.4001498867979736,3.0,2.759195299976911,2.736735901258058,3,0,2,2,7,r80_t8.4_t8.4_240.cif,80,8.4,240,-0.0194999999999936
d:\New folder\project\data\r80\t8.4\t8.4_260.cif,2.216862826280488,3.0,3.0,2.6652485103644197,2,0,0,4,6,r80_t8.4_t8.4_260.cif,80,8.4,260,0.0536700000000109
d:\New folder\project\data\r80\t8.4\t8.4_280.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r80_t8.4_t8.4_280.cif,80,8.4,280,0.2365000000000918
d:\New folder\project\data\r80\t8.4\t8.4_300.cif,3.0,3.0,3.0,2.3794199291221867,0,0,0,2,2,r80_t8.4_t8.4_300.cif,80,8.4,300,0.2769400000000814
d:\New folder\project\data\r80\t8.4\t8.4_320.cif,3.0,3.0,3.0,2.2719911071290215,0,0,0,2,2,r80_t8.4_t8.4_320.cif,80,8.4,320,0.2895500000000766
d:\New folder\project\data\r80\t8.4\t8.4_340.cif,3.0,3.0,3.0,2.4750300075373683,0,0,0,2,2,r80_t8.4_t8.4_340.cif,80,8.4,340,0.3131500000000642
d:\New folder\project\data\r80\t8.4\t8.4_40.cif,2.384165611882741,3.0,3.0,3.0,2,0,0,0,2,r80_t8.4_t8.4_40.cif,80,8.4,40,0.536830000000009
d:\New folder\project\data\r80\t8.4\t8.4_60.cif,3.0,3.0,2.4456941234638503,3.0,0,0,2,0,2,r80_t8.4_t8.4_60.cif,80,8.4,60,0.3271000000000867
d:\New folder\project\data\r80\t8.4\t8.4_80.cif,3.0,3.0,2.388793257069374,2.7929337787710233,0,0,2,2,4,r80_t8.4_t8.4_80.cif,80,8.4,80,0.1750799999999799
d:\New folder\project\data\r80\t9.6\t9.6_0.cif,3.0,3.0,3.0,2.6344662593146237,0,0,0,4,4,r80_t9.6_t9.6_0.cif,80,9.6,0,0.3553699999999935
d:\New folder\project\data\r80\t9.6\t9.6_100.cif,3.0,3.0,2.7732823802575854,2.396620338531781,0,0,2,2,4,r80_t9.6_t9.6_100.cif,80,9.6,100,0.0854199999999991
d:\New folder\project\data\r80\t9.6\t9.6_120.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r80_t9.6_t9.6_120.cif,80,9.6,120,0.4200000000000727
d:\New folder\project\data\r80\t9.6\t9.6_140.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r80_t9.6_t9.6_140.cif,80,9.6,140,0.5637000000000398
d:\New folder\project\data\r80\t9.6\t9.6_160.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r80_t9.6_t9.6_160.cif,80,9.6,160,0.5735100000000557
d:\New folder\project\data\r80\t9.6\t9.6_180.cif,2.452146824840775,3.0,3.0,3.0,2,0,0,0,2,r80_t9.6_t9.6_180.cif,80,9.6,180,0.4544300000000021
d:\New folder\project\data\r80\t9.6\t9.6_20.cif,3.0,3.0,3.0,2.6302444920882646,0,0,0,2,2,r80_t9.6_t9.6_20.cif,80,9.6,20,0.4701300000000401
d:\New folder\project\data\r80\t9.6\t9.6_200.cif,2.3959503550308603,3.0,3.0,2.801206153395496,2,0,0,1,3,r80_t9.6_t9.6_200.cif,80,9.6,200,0.3955399999999827
d:\New folder\project\data\r80\t9.6\t9.6_220.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r80_t9.6_t9.6_220.cif,80,9.6,220,0.4200600000000349
d:\New folder\project\data\r80\t9.6\t9.6_240.cif,2.2958879593300576,3.0,2.608709517832398,2.561181799784025,3,0,2,4,9,r80_t9.6_t9.6_240.cif,80,9.6,240,-0.0823500000000194
d:\New folder\project\data\r80\t9.6\t9.6_260.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r80_t9.6_t9.6_260.cif,80,9.6,260,0.3040399999999863
d:\New folder\project\data\r80\t9.6\t9.6_280.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r80_t9.6_t9.6_280.cif,80,9.6,280,0.2075300000000197
d:\New folder\project\data\r80\t9.6\t9.6_300.cif,3.0,3.0,3.0,2.335186729767095,0,0,0,2,2,r80_t9.6_t9.6_300.cif,80,9.6,300,0.2279300000000148
d:\New folder\project\data\r80\t9.6\t9.6_320.cif,3.0,3.0,3.0,2.313022288991711,0,0,0,2,2,r80_t9.6_t9.6_320.cif,80,9.6,320,0.2673500000000786
d:\New folder\project\data\r80\t9.6\t9.6_340.cif,3.0,3.0,3.0,2.4504909204878125,0,0,0,2,2,r80_t9.6_t9.6_340.cif,80,9.6,340,0.2871099999999842
d:\New folder\project\data\r80\t9.6\t9.6_40.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r80_t9.6_t9.6_40.cif,80,9.6,40,0.5359000000000833
d:\New folder\project\data\r80\t9.6\t9.6_60.cif,3.0,3.0,2.4702274216400744,3.0,0,0,2,0,2,r80_t9.6_t9.6_60.cif,80,9.6,60,0.3094100000000708
d:\New folder\project\data\r80\t9.6\t9.6_80.cif,3.0,3.0,2.49560008704101,2.7295684579983863,0,0,2,2,4,r80_t9.6_t9.6_80.cif,80,9.6,80,0.1312800000000606
d:\New folder\project\data\r100\t0\t0_0.cif,2.4628330519422823,3.0,3.0,2.782158085141273,1,0,0,3,4,r100_t0_t0_0.cif,100,0.0,0,0.3863999999999805
d:\New folder\project\data\r100\t0\t0_100.cif,3.0,3.0,3.0,2.5149917945450424,0,0,0,4,4,r100_t0_t0_100.cif,100,0.0,100,0.1772000000000844
d:\New folder\project\data\r100\t0\t0_120.cif,3.0,3.0,3.0,2.679737654101735,0,0,0,2,2,r100_t0_t0_120.cif,100,0.0,120,0.1733400000000529
d:\New folder\project\data\r100\t0\t0_140.cif,3.0,3.0,2.7662298219677295,3.0,0,0,2,0,2,r100_t0_t0_140.cif,100,0.0,140,0.3574399999999968
d:\New folder\project\data\r100\t0\t0_160.cif,3.0,3.0,2.4728006514314202,3.0,0,0,2,0,2,r100_t0_t0_160.cif,100,0.0,160,0.4364600000000109
d:\New folder\project\data\r100\t0\t0_180.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t0_t0_180.cif,100,0.0,180,0.5834899999999834
d:\New folder\project\data\r100\t0\t0_20.cif,3.0,3.0,3.0,2.6272152970641134,0,0,0,4,4,r100_t0_t0_20.cif,100,0.0,20,0.5012800000000652
d:\New folder\project\data\r100\t0\t0_200.cif,1.7890511624441312,2.8191333028082264,1.9536079076601722,2.148612191672392,4,4,2,6,16,r100_t0_t0_200.cif,100,0.0,200,-0.4758199999999988
d:\New folder\project\data\r100\t0\t0_220.cif,1.7867340675217354,2.768694437139097,2.0406837453117737,1.9973381326305328,4,2,2,4,12,r100_t0_t0_220.cif,100,0.0,220,-0.2175899999999728
d:\New folder\project\data\r100\t0\t0_240.cif,2.1796891707935284,2.9258810400106983,2.280243007530147,2.097885624482049,5,4,3,5,17,r100_t0_t0_240.cif,100,0.0,240,-0.303199999999947
d:\New folder\project\data\r100\t0\t0_260.cif,3.0,3.0,2.826934965459041,2.5300857483858437,0,0,1,3,4,r100_t0_t0_260.cif,100,0.0,260,0.0149999999999863
d:\New folder\project\data\r100\t0\t0_280.cif,2.3554154187507006,3.0,2.6647139257562307,2.4297414111140423,2,0,2,2,6,r100_t0_t0_280.cif,100,0.0,280,0.161130000000071
d:\New folder\project\data\r100\t0\t0_300.cif,2.1680306218001197,3.0,3.0,3.0,2,0,0,0,2,r100_t0_t0_300.cif,100,0.0,300,0.3948400000000447
d:\New folder\project\data\r100\t0\t0_320.cif,2.4099977212282453,3.0,3.0,2.221944548856155,2,0,0,2,4,r100_t0_t0_320.cif,100,0.0,320,0.4005100000000539
d:\New folder\project\data\r100\t0\t0_340.cif,3.0,3.0,3.0,2.1502493313220996,0,0,0,2,2,r100_t0_t0_340.cif,100,0.0,340,0.4359000000000606
d:\New folder\project\data\r100\t0\t0_40.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t0_t0_40.cif,100,0.0,40,0.5005700000000388
d:\New folder\project\data\r100\t0\t0_60.cif,2.1366369653735333,3.093327758622581,2.3622377705629547,2.316946515470982,4,2,4,5,15,r100_t0_t0_60.cif,100,0.0,60,0.2314600000000837
d:\New folder\project\data\r100\t0\t0_80.cif,3.0,3.120895631444559,2.6291485494982236,2.524212385110794,0,2,2,4,8,r100_t0_t0_80.cif,100,0.0,80,0.2008600000000342
d:\New folder\project\data\r100\t1.2\t1.2_0.cif,2.470133734126761,3.0,3.0,2.4968463359392956,2,0,0,2,4,r100_t1.2_t1.2_0.cif,100,1.2,0,0.3995400000000018
d:\New folder\project\data\r100\t1.2\t1.2_100.cif,3.0,3.0,3.0,2.1325399876403064,0,0,0,2,2,r100_t1.2_t1.2_100.cif,100,1.2,100,0.210260000000062
d:\New folder\project\data\r100\t1.2\t1.2_120.cif,3.0,3.0,3.0,2.510479040093999,0,0,0,2,2,r100_t1.2_t1.2_120.cif,100,1.2,120,0.2788600000000087
d:\New folder\project\data\r100\t1.2\t1.2_140.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t1.2_t1.2_140.cif,100,1.2,140,0.4580799999999954
d:\New folder\project\data\r100\t1.2\t1.2_160.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t1.2_t1.2_160.cif,100,1.2,160,0.4925700000000006
d:\New folder\project\data\r100\t1.2\t1.2_180.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t1.2_t1.2_180.cif,100,1.2,180,0.5763900000000604
d:\New folder\project\data\r100\t1.2\t1.2_20.cif,3.0,3.0,3.0,2.3024429892951885,0,0,0,2,2,r100_t1.2_t1.2_20.cif,100,1.2,20,0.4390700000000151
d:\New folder\project\data\r100\t1.2\t1.2_200.cif,1.7882494837178382,2.8264227688470647,1.9708909395528642,2.307431783065146,4,2,2,6,14,r100_t1.2_t1.2_200.cif,100,1.2,200,-0.3410399999999072
d:\New folder\project\data\r100\t1.2\t1.2_220.cif,2.1107759478047825,2.9466939595180666,1.9753787698360297,2.2080467420265344,4,6,2,6,18,r100_t1.2_t1.2_220.cif,100,1.2,220,-0.5496499999999287
d:\New folder\project\data\r100\t1.2\t1.2_240.cif,1.7885412493348871,2.837487866529184,2.0350644085610297,1.978540664310641,4,6,2,4,16,r100_t1.2_t1.2_240.cif,100,1.2,240,-0.5346299999999928
d:\New folder\project\data\r100\t1.2\t1.2_260.cif,3.0,3.023257338834255,3.0,2.799415816178631,0,2,0,2,4,r100_t1.2_t1.2_260.cif,100,1.2,260,0.1847400000000334
d:\New folder\project\data\r100\t1.2\t1.2_280.cif,2.4962266496132073,3.0,3.0,3.0,1,0,0,0,1,r100_t1.2_t1.2_280.cif,100,1.2,280,0.3695999999999912
d:\New folder\project\data\r100\t1.2\t1.2_300.cif,2.405063063359529,2.9828761831925803,2.799760739472196,1.9445349976558406,4,3,1,2,10,r100_t1.2_t1.2_300.cif,100,1.2,300,0.1618200000000342
d:\New folder\project\data\r100\t1.2\t1.2_320.cif,2.400927016612251,3.0715977907465764,3.0,2.7360485374793817,2,2,0,2,6,r100_t1.2_t1.2_320.cif,100,1.2,320,0.305590000000052
d:\New folder\project\data\r100\t1.2\t1.2_340.cif,3.0,3.0,3.0,2.5855849517096625,0,0,0,2,2,r100_t1.2_t1.2_340.cif,100,1.2,340,0.3460900000000038
d:\New folder\project\data\r100\t1.2\t1.2_40.cif,2.4767120230551196,3.0,3.0,2.3319537682441838,2,0,0,2,4,r100_t1.2_t1.2_40.cif,100,1.2,40,0.4072300000000268
d:\New folder\project\data\r100\t1.2\t1.2_60.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t1.2_t1.2_60.cif,100,1.2,60,0.483310000000074
d:\New folder\project\data\r100\t1.2\t1.2_80.cif,3.0,3.0,2.567328037381446,2.2571939425655287,0,0,2,2,4,r100_t1.2_t1.2_80.cif,100,1.2,80,0.1507400000000416
d:\New folder\project\data\r100\t2.4\t2.4_0.cif,2.3778176875388812,3.0,3.0,2.621528752202203,2,0,0,2,4,r100_t2.4_t2.4_0.cif,100,2.4,0,0.3653800000000728
d:\New folder\project\data\r100\t2.4\t2.4_100.cif,3.0,3.0,3.0,2.7988463197401727,0,0,0,2,2,r100_t2.4_t2.4_100.cif,100,2.4,100,0.2972800000000006
d:\New folder\project\data\r100\t2.4\t2.4_120.cif,3.0,3.1444050161109525,2.7496657667167606,3.0,0,2,2,0,4,r100_t2.4_t2.4_120.cif,100,2.4,120,0.3523000000000138
d:\New folder\project\data\r100\t2.4\t2.4_140.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t2.4_t2.4_140.cif,100,2.4,140,0.5465900000000374
d:\New folder\project\data\r100\t2.4\t2.4_160.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t2.4_t2.4_160.cif,100,2.4,160,0.5911500000000842
d:\New folder\project\data\r100\t2.4\t2.4_180.cif,1.787915911298874,2.94287380899112,2.03109331697514,2.181793781109169,4,2,2,4,12,r100_t2.4_t2.4_180.cif,100,2.4,180,-0.2080899999999701
d:\New folder\project\data\r100\t2.4\t2.4_20.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t2.4_t2.4_20.cif,100,2.4,20,0.5132899999999836
d:\New folder\project\data\r100\t2.4\t2.4_200.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t2.4_t2.4_200.cif,100,2.4,200,0.5996999999999844
d:\New folder\project\data\r100\t2.4\t2.4_220.cif,1.7885792374220626,2.9218733755301116,1.9184719194280935,2.1492091742337815,4,6,2,6,18,r100_t2.4_t2.4_220.cif,100,2.4,220,-0.6094799999999623
d:\New folder\project\data\r100\t2.4\t2.4_240.cif,3.0,3.0,3.0,2.8155116619371254,0,0,0,2,2,r100_t2.4_t2.4_240.cif,100,2.4,240,0.3567800000000716
d:\New folder\project\data\r100\t2.4\t2.4_260.cif,3.0,2.874165481970447,2.7502265906025833,2.297989663745393,0,2,2,2,6,r100_t2.4_t2.4_260.cif,100,2.4,260,0.2846100000000433
d:\New folder\project\data\r100\t2.4\t2.4_280.cif,2.366727513052057,3.0,2.53560450579558,3.0,2,0,2,0,4,r100_t2.4_t2.4_280.cif,100,2.4,280,0.3410600000000841
d:\New folder\project\data\r100\t2.4\t2.4_300.cif,2.485831572934863,2.8853363943796184,2.711168856782068,2.079978310175061,1,2,2,2,7,r100_t2.4_t2.4_300.cif,100,2.4,300,0.2856300000000829
d:\New folder\project\data\r100\t2.4\t2.4_320.cif,3.0,2.9766955664229364,3.0,1.9705226135880913,0,4,0,2,6,r100_t2.4_t2.4_320.cif,100,2.4,320,0.1269900000000916
d:\New folder\project\data\r100\t2.4\t2.4_340.cif,3.0,3.073605815018419,3.0,2.2290882613105794,0,3,0,2,5,r100_t2.4_t2.4_340.cif,100,2.4,340,0.2072000000000571
d:\New folder\project\data\r100\t2.4\t2.4_40.cif,2.4809405346799873,3.0,3.0,2.5521638913688784,1,0,0,2,3,r100_t2.4_t2.4_40.cif,100,2.4,40,0.3029900000000225
d:\New folder\project\data\r100\t2.4\t2.4_60.cif,2.472358615862645,2.8386078690877143,2.2677093748391313,2.240877136559517,4,4,4,8,20,r100_t2.4_t2.4_60.cif,100,2.4,60,-0.4490899999999556
d:\New folder\project\data\r100\t2.4\t2.4_80.cif,2.135529190053504,2.8080693872019316,2.279953675701745,2.239461056800934,4,4,4,7,19,r100_t2.4_t2.4_80.cif,100,2.4,80,-0.4767999999999119
d:\New folder\project\data\r100\t3.6\t3.6_0.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t3.6_t3.6_0.cif,100,3.6,0,0.3938900000000558
d:\New folder\project\data\r100\t3.6\t3.6_100.cif,3.0,3.0410197674150727,3.0,2.44827084540384,0,2,0,2,4,r100_t3.6_t3.6_100.cif,100,3.6,100,0.2021900000000869
d:\New folder\project\data\r100\t3.6\t3.6_120.cif,2.3211383583385814,2.942683077293648,3.0,2.5666541985329845,2,2,0,2,6,r100_t3.6_t3.6_120.cif,100,3.6,120,0.3613500000000158
d:\New folder\project\data\r100\t3.6\t3.6_140.cif,2.445151061628002,3.0,3.0,3.0,1,0,0,0,1,r100_t3.6_t3.6_140.cif,100,3.6,140,0.5330900000000156
d:\New folder\project\data\r100\t3.6\t3.6_160.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t3.6_t3.6_160.cif,100,3.6,160,0.5323900000000776
d:\New folder\project\data\r100\t3.6\t3.6_180.cif,3.0,3.0,3.0,2.6881175483602173,0,0,0,2,2,r100_t3.6_t3.6_180.cif,100,3.6,180,0.3582300000000487
d:\New folder\project\data\r100\t3.6\t3.6_20.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t3.6_t3.6_20.cif,100,3.6,20,0.4823999999999842
d:\New folder\project\data\r100\t3.6\t3.6_200.cif,1.7906407889107183,3.1087908703848446,2.218243132664294,2.205974404993211,4,2,2,4,12,r100_t3.6_t3.6_200.cif,100,3.6,200,-0.1123400000000174
d:\New folder\project\data\r100\t3.6\t3.6_220.cif,1.7900602086201216,2.783302757868625,1.9418056807724255,2.3821266201018223,4,2,2,6,14,r100_t3.6_t3.6_220.cif,100,3.6,220,-0.3566399999999703
d:\New folder\project\data\r100\t3.6\t3.6_240.cif,3.0,3.0,3.0,2.1406831251647667,0,0,0,2,2,r100_t3.6_t3.6_240.cif,100,3.6,240,0.1451299999999946
d:\New folder\project\data\r100\t3.6\t3.6_260.cif,3.0,3.0,3.0,2.1695507366280724,0,0,0,2,2,r100_t3.6_t3.6_260.cif,100,3.6,260,0.247349999999983
d:\New folder\project\data\r100\t3.6\t3.6_280.cif,3.0,3.0,2.6645956587802475,2.5135277703437504,0,0,2,2,4,r100_t3.6_t3.6_280.cif,100,3.6,280,0.3209699999999884
d:\New folder\project\data\r100\t3.6\t3.6_300.cif,3.0,2.819135966526088,2.75674092961174,1.9659320240474436,0,2,2,2,6,r100_t3.6_t3.6_300.cif,100,3.6,300,0.3339799999999968
d:\New folder\project\data\r100\t3.6\t3.6_320.cif,3.0,2.7414945898888377,3.0,1.9067407864702983,0,2,0,2,4,r100_t3.6_t3.6_320.cif,100,3.6,320,0.194150000000036
d:\New folder\project\data\r100\t3.6\t3.6_340.cif,3.0,2.7878413219420786,3.0,1.8364519838321107,0,2,0,2,4,r100_t3.6_t3.6_340.cif,100,3.6,340,0.1828199999999924
d:\New folder\project\data\r100\t3.6\t3.6_40.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t3.6_t3.6_40.cif,100,3.6,40,0.3490800000000718
d:\New folder\project\data\r100\t3.6\t3.6_60.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t3.6_t3.6_60.cif,100,3.6,60,0.3219800000000532
d:\New folder\project\data\r100\t3.6\t3.6_80.cif,2.0225246140090056,2.7629025047382396,1.8520693236414318,1.9787143411350208,6,4,2,4,16,r100_t3.6_t3.6_80.cif,100,3.6,80,-0.563419999999951
d:\New folder\project\data\r100\t4.8\t4.8_0.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t4.8_t4.8_0.cif,100,4.8,0,0.5308800000000247
d:\New folder\project\data\r100\t4.8\t4.8_100.cif,2.2582448722817743,2.955586984616304,2.7849266067503238,2.1664390685637196,2,2,2,2,8,r100_t4.8_t4.8_100.cif,100,4.8,100,0.0525200000000722
d:\New folder\project\data\r100\t4.8\t4.8_120.cif,2.066278806527789,3.0497410848451008,3.0,2.4206129339379507,2,2,0,2,6,r100_t4.8_t4.8_120.cif,100,4.8,120,0.330120000000079
d:\New folder\project\data\r100\t4.8\t4.8_140.cif,3.0,3.0,3.0,2.667791838614196,0,0,0,2,2,r100_t4.8_t4.8_140.cif,100,4.8,140,0.4613000000000511
d:\New folder\project\data\r100\t4.8\t4.8_160.cif,3.0,3.0,3.0,2.768374629708635,0,0,0,2,2,r100_t4.8_t4.8_160.cif,100,4.8,160,0.4803299999999808
d:\New folder\project\data\r100\t4.8\t4.8_180.cif,3.0,3.0,3.0,2.343551333538324,0,0,0,2,2,r100_t4.8_t4.8_180.cif,100,4.8,180,0.3441800000000512
d:\New folder\project\data\r100\t4.8\t4.8_20.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r100_t4.8_t4.8_20.cif,100,4.8,20,0.5283000000000584
