file_path,avg_HH_dist,avg_OO_dist,avg_OH_dist,avg_HO_dist,count_HH,count_OO,count_OH,count_HO,sum_of_count,file_id,r_bottom,displacement,r_upper,adjusted_energy
d:\New folder\project\data\r140\t6.0\t6.0_20.cif,2.0512566560499317,3.0,3.0,3.0,2,0,0,0,2,r140_t6.0_t6.0_20.cif,140,6.0,20,0.5846900000000232
d:\New folder\project\data\r140\t6.0\t6.0_200.cif,2.470934447248648,3.0,2.418931453678015,3.0,1,0,2,0,3,r140_t6.0_t6.0_200.cif,140,6.0,200,0.4231800000000021
d:\New folder\project\data\r140\t6.0\t6.0_220.cif,2.2995341878196047,3.0,2.591187925406094,3.0,2,0,2,0,4,r140_t6.0_t6.0_220.cif,140,6.0,220,0.4331600000000435
d:\New folder\project\data\r140\t6.0\t6.0_240.cif,2.2571288602735335,3.0,3.0,2.790646754783893,4,0,0,1,5,r140_t6.0_t6.0_240.cif,140,6.0,240,0.5126000000000204
d:\New folder\project\data\r140\t6.0\t6.0_260.cif,2.341088841776981,3.0,3.0,3.0,5,0,0,0,5,r140_t6.0_t6.0_260.cif,140,6.0,260,0.4807400000000825
d:\New folder\project\data\r140\t6.0\t6.0_280.cif,2.3480824092207144,3.0,2.7922406199409737,3.0,3,0,2,0,5,r140_t6.0_t6.0_280.cif,140,6.0,280,0.4214400000000751
d:\New folder\project\data\r140\t6.0\t6.0_300.cif,2.306737932121856,3.0,2.3245965093090284,3.0,2,0,2,0,4,r140_t6.0_t6.0_300.cif,140,6.0,300,0.3736800000000357
d:\New folder\project\data\r140\t6.0\t6.0_320.cif,2.4266570604902995,3.0,2.1634381788969725,3.0,1,0,2,0,3,r140_t6.0_t6.0_320.cif,140,6.0,320,0.3397700000000441
d:\New folder\project\data\r140\t6.0\t6.0_340.cif,2.2930607177582023,3.0,2.4107129931430293,3.0,1,0,2,0,3,r140_t6.0_t6.0_340.cif,140,6.0,340,0.3858099999999922
d:\New folder\project\data\r140\t6.0\t6.0_40.cif,2.1329162316941037,3.0,3.0,3.0,2,0,0,0,2,r140_t6.0_t6.0_40.cif,140,6.0,40,0.4980500000000347
d:\New folder\project\data\r140\t6.0\t6.0_60.cif,3.0,3.0,2.3485937763893965,3.0,0,0,1,0,1,r140_t6.0_t6.0_60.cif,140,6.0,60,0.3019600000000082
d:\New folder\project\data\r140\t6.0\t6.0_80.cif,2.365060349031984,3.0,2.4516810508040425,3.0,4,0,1,0,5,r140_t6.0_t6.0_80.cif,140,6.0,80,0.2533700000000181
d:\New folder\project\data\r140\t7.2\t7.2_0.cif,2.306351850379537,3.0,3.0,3.0,4,0,0,0,4,r140_t7.2_t7.2_0.cif,140,7.2,0,0.5350700000000188
d:\New folder\project\data\r140\t7.2\t7.2_100.cif,2.1436035187288978,3.0,2.62870130089708,3.0,2,0,2,0,4,r140_t7.2_t7.2_100.cif,140,7.2,100,0.4702000000000907
d:\New folder\project\data\r140\t7.2\t7.2_120.cif,2.2252699111872927,3.0,3.0,3.0,4,0,0,0,4,r140_t7.2_t7.2_120.cif,140,7.2,120,0.4319100000000162
d:\New folder\project\data\r140\t7.2\t7.2_140.cif,2.067704609591919,3.0,3.0,3.0,2,0,0,0,2,r140_t7.2_t7.2_140.cif,140,7.2,140,0.3760500000000775
d:\New folder\project\data\r140\t7.2\t7.2_160.cif,2.1530759996236615,3.0,3.0,3.0,2,0,0,0,2,r140_t7.2_t7.2_160.cif,140,7.2,160,0.4740800000000718
d:\New folder\project\data\r140\t7.2\t7.2_180.cif,2.2069770269615057,3.0,2.7408380316430283,3.0,2,0,2,0,4,r140_t7.2_t7.2_180.cif,140,7.2,180,0.5050800000000208
d:\New folder\project\data\r140\t7.2\t7.2_20.cif,2.1160626813613117,3.0,3.0,3.0,2,0,0,0,2,r140_t7.2_t7.2_20.cif,140,7.2,20,0.6230900000000474
d:\New folder\project\data\r140\t7.2\t7.2_200.cif,2.4785539689412883,3.0,2.5168077285926245,3.0,2,0,2,0,4,r140_t7.2_t7.2_200.cif,140,7.2,200,0.5425599999999804
d:\New folder\project\data\r140\t7.2\t7.2_220.cif,2.316415361315857,3.0,2.7963220593883005,3.0,2,0,2,0,4,r140_t7.2_t7.2_220.cif,140,7.2,220,0.5290899999999965
d:\New folder\project\data\r140\t7.2\t7.2_240.cif,2.0216326793509056,3.0,3.0,3.0,2,0,0,0,2,r140_t7.2_t7.2_240.cif,140,7.2,240,0.5128000000000839
d:\New folder\project\data\r140\t7.2\t7.2_260.cif,2.32019982230636,3.0,3.0,3.0,4,0,0,0,4,r140_t7.2_t7.2_260.cif,140,7.2,260,0.4665499999999838
d:\New folder\project\data\r140\t7.2\t7.2_280.cif,2.068598896499379,3.0,3.0,3.0,2,0,0,0,2,r140_t7.2_t7.2_280.cif,140,7.2,280,0.466350000000034
d:\New folder\project\data\r140\t7.2\t7.2_300.cif,2.213173482542807,3.0,2.708743085890892,3.0,2,0,2,0,4,r140_t7.2_t7.2_300.cif,140,7.2,300,0.3629799999999932
d:\New folder\project\data\r140\t7.2\t7.2_320.cif,2.394578408486394,3.0,2.418978911203142,3.0,4,0,2,0,6,r140_t7.2_t7.2_320.cif,140,7.2,320,0.3121700000000373
d:\New folder\project\data\r140\t7.2\t7.2_340.cif,1.968357412887734,3.0,2.8177159083888355,3.0,2,0,2,0,4,r140_t7.2_t7.2_340.cif,140,7.2,340,0.4661600000000589
d:\New folder\project\data\r140\t7.2\t7.2_40.cif,2.2946211113230577,3.0,2.5291440046292593,3.0,2,0,2,0,4,r140_t7.2_t7.2_40.cif,140,7.2,40,0.4778200000000652
d:\New folder\project\data\r140\t7.2\t7.2_60.cif,3.0,3.0,2.188163132470005,3.0,0,0,2,0,2,r140_t7.2_t7.2_60.cif,140,7.2,60,0.390480000000025
d:\New folder\project\data\r140\t7.2\t7.2_80.cif,2.2699749626553993,3.0,2.2826910266192506,3.0,2,0,2,0,4,r140_t7.2_t7.2_80.cif,140,7.2,80,0.3826300000000628
d:\New folder\project\data\r140\t8.4\t8.4_0.cif,2.3727392545207073,3.0,3.0,3.0,4,0,0,0,4,r140_t8.4_t8.4_0.cif,140,8.4,0,0.5797700000000532
d:\New folder\project\data\r140\t8.4\t8.4_100.cif,2.3155826888442492,3.0,2.7284719540842937,3.0,4,0,2,0,6,r140_t8.4_t8.4_100.cif,140,8.4,100,0.516990000000078
d:\New folder\project\data\r140\t8.4\t8.4_120.cif,2.281504996280056,3.0,3.0,3.0,6,0,0,0,6,r140_t8.4_t8.4_120.cif,140,8.4,120,0.3699599999999918
d:\New folder\project\data\r140\t8.4\t8.4_140.cif,2.214695845897488,3.0,2.8156387369440976,3.0,2,0,2,0,4,r140_t8.4_t8.4_140.cif,140,8.4,140,0.2245800000000599
d:\New folder\project\data\r140\t8.4\t8.4_160.cif,2.3899948416386336,3.0,2.491415155547031,3.0,2,0,2,0,4,r140_t8.4_t8.4_160.cif,140,8.4,160,0.3690900000000283
d:\New folder\project\data\r140\t8.4\t8.4_180.cif,3.0,3.0,2.4152696123441864,3.0,0,0,2,0,2,r140_t8.4_t8.4_180.cif,140,8.4,180,0.4544700000000148
d:\New folder\project\data\r140\t8.4\t8.4_20.cif,2.3776397616595104,3.0,3.0,3.0,4,0,0,0,4,r140_t8.4_t8.4_20.cif,140,8.4,20,0.643320000000017
d:\New folder\project\data\r140\t8.4\t8.4_200.cif,3.0,3.0,2.334643684883442,3.0,0,0,2,0,2,r140_t8.4_t8.4_200.cif,140,8.4,200,0.5534099999999853
d:\New folder\project\data\r140\t8.4\t8.4_220.cif,3.0,3.0,2.6267394966107593,3.0,0,0,2,0,2,r140_t8.4_t8.4_220.cif,140,8.4,220,0.5347800000000689
d:\New folder\project\data\r140\t8.4\t8.4_240.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r140_t8.4_t8.4_240.cif,140,8.4,240,0.4595199999999977
d:\New folder\project\data\r140\t8.4\t8.4_260.cif,2.495223843225337,3.0,3.0,3.0,2,0,0,0,2,r140_t8.4_t8.4_260.cif,140,8.4,260,0.438130000000001
d:\New folder\project\data\r140\t8.4\t8.4_280.cif,2.398436527747042,3.0,3.0,3.0,2,0,0,0,2,r140_t8.4_t8.4_280.cif,140,8.4,280,0.4231300000000146
d:\New folder\project\data\r140\t8.4\t8.4_300.cif,2.4950215470734687,3.0,2.77335731115814,3.0,2,0,2,0,4,r140_t8.4_t8.4_300.cif,140,8.4,300,0.385050000000092
d:\New folder\project\data\r140\t8.4\t8.4_320.cif,2.4046933652847313,3.0,2.7764703515309126,3.0,2,0,2,0,4,r140_t8.4_t8.4_320.cif,140,8.4,320,0.4272600000000466
d:\New folder\project\data\r140\t8.4\t8.4_340.cif,2.104425674975107,3.0,3.0,3.0,2,0,0,0,2,r140_t8.4_t8.4_340.cif,140,8.4,340,0.6171100000000251
d:\New folder\project\data\r140\t8.4\t8.4_40.cif,3.0,3.0,2.6861172688623274,3.0,0,0,2,0,2,r140_t8.4_t8.4_40.cif,140,8.4,40,0.4677800000000616
d:\New folder\project\data\r140\t8.4\t8.4_60.cif,3.0,3.0,2.434833625896032,3.0,0,0,2,0,2,r140_t8.4_t8.4_60.cif,140,8.4,60,0.4974500000000716
d:\New folder\project\data\r140\t8.4\t8.4_80.cif,2.4929094970377212,3.0,2.458269937236178,3.0,2,0,2,0,4,r140_t8.4_t8.4_80.cif,140,8.4,80,0.5652600000000803
d:\New folder\project\data\r140\t9.6\t9.6_0.cif,2.3761186680514093,3.0,3.0,3.0,3,0,0,0,3,r140_t9.6_t9.6_0.cif,140,9.6,0,0.5497100000000046
d:\New folder\project\data\r140\t9.6\t9.6_100.cif,2.307006881600595,3.0,2.630007040924051,3.0,4,0,2,0,6,r140_t9.6_t9.6_100.cif,140,9.6,100,0.5160300000000007
d:\New folder\project\data\r140\t9.6\t9.6_120.cif,2.170934851468065,3.0,2.786580835747936,3.0,2,0,1,0,3,r140_t9.6_t9.6_120.cif,140,9.6,120,0.2576400000000376
d:\New folder\project\data\r140\t9.6\t9.6_140.cif,2.4393028435913533,3.0,3.0,3.0,1,0,0,0,1,r140_t9.6_t9.6_140.cif,140,9.6,140,0.2294000000000551
d:\New folder\project\data\r140\t9.6\t9.6_160.cif,3.0,3.0,2.50462888369539,3.0,0,0,2,0,2,r140_t9.6_t9.6_160.cif,140,9.6,160,0.3215300000000525
d:\New folder\project\data\r140\t9.6\t9.6_180.cif,3.0,3.0,2.5293998409504685,3.0,0,0,2,0,2,r140_t9.6_t9.6_180.cif,140,9.6,180,0.450580000000059
d:\New folder\project\data\r140\t9.6\t9.6_20.cif,2.38726627535927,3.0,3.0,3.0,4,0,0,0,4,r140_t9.6_t9.6_20.cif,140,9.6,20,0.6228300000000218
d:\New folder\project\data\r140\t9.6\t9.6_200.cif,3.0,3.0,2.2939899124751815,3.0,0,0,2,0,2,r140_t9.6_t9.6_200.cif,140,9.6,200,0.4812100000000328
d:\New folder\project\data\r140\t9.6\t9.6_220.cif,2.4451488546220514,3.0,2.7451145945618087,3.0,2,0,2,0,4,r140_t9.6_t9.6_220.cif,140,9.6,220,0.4597400000000107
d:\New folder\project\data\r140\t9.6\t9.6_240.cif,2.465536502259625,3.0,3.0,3.0,2,0,0,0,2,r140_t9.6_t9.6_240.cif,140,9.6,240,0.4073799999999892
d:\New folder\project\data\r140\t9.6\t9.6_260.cif,3.0,3.0,2.6673088442147295,3.0,0,0,2,0,2,r140_t9.6_t9.6_260.cif,140,9.6,260,0.3875300000000834
d:\New folder\project\data\r140\t9.6\t9.6_280.cif,2.249784382610515,3.0,2.574325732901924,3.0,2,0,3,0,5,r140_t9.6_t9.6_280.cif,140,9.6,280,0.324799999999982
d:\New folder\project\data\r140\t9.6\t9.6_300.cif,2.458110230058517,3.0,2.74008447052798,3.0,1,0,3,0,4,r140_t9.6_t9.6_300.cif,140,9.6,300,0.3580000000000609
d:\New folder\project\data\r140\t9.6\t9.6_320.cif,2.36112720449023,3.0,2.687524531634292,3.0,2,0,2,0,4,r140_t9.6_t9.6_320.cif,140,9.6,320,0.4473600000000033
d:\New folder\project\data\r140\t9.6\t9.6_340.cif,1.9372095598787578,3.0,3.0,3.0,2,0,0,0,2,r140_t9.6_t9.6_340.cif,140,9.6,340,0.611590000000092
d:\New folder\project\data\r140\t9.6\t9.6_40.cif,3.0,3.0,2.5132625330730667,2.782629097122708,0,0,2,1,3,r140_t9.6_t9.6_40.cif,140,9.6,40,0.5083400000000893
d:\New folder\project\data\r140\t9.6\t9.6_60.cif,3.0,3.0,2.276064862945331,3.0,0,0,2,0,2,r140_t9.6_t9.6_60.cif,140,9.6,60,0.5304100000000744
d:\New folder\project\data\r140\t9.6\t9.6_80.cif,2.462504851319064,3.0638877376967413,2.4747508503069007,3.0,2,2,2,0,6,r140_t9.6_t9.6_80.cif,140,9.6,80,0.5625300000000379
d:\New folder\project\data\r160\t0\t0_0.cif,2.4340271700939597,3.0,3.0,3.0,5,0,0,0,5,r160_t0_t0_0.cif,160,0.0,0,0.5980500000000575
d:\New folder\project\data\r160\t0\t0_100.cif,2.4571811245928963,3.0,2.374559740792023,3.0,1,0,2,0,3,r160_t0_t0_100.cif,160,0.0,100,0.352100000000064
d:\New folder\project\data\r160\t0\t0_120.cif,2.366431199941746,3.0,2.6128332357761312,2.760712966939748,4,0,2,3,9,r160_t0_t0_120.cif,160,0.0,120,0.1489400000000387
d:\New folder\project\data\r160\t0\t0_140.cif,2.341173741873304,3.0,2.7698297170088195,3.0,4,0,2,0,6,r160_t0_t0_140.cif,160,0.0,140,0.1116900000000669
d:\New folder\project\data\r160\t0\t0_160.cif,3.0,3.0,2.4487337761308074,2.5926447079319788,0,0,2,2,4,r160_t0_t0_160.cif,160,0.0,160,0.0888600000000678
d:\New folder\project\data\r160\t0\t0_180.cif,3.0,3.0,2.565537476607558,2.7107191580799075,0,0,2,2,4,r160_t0_t0_180.cif,160,0.0,180,0.1842800000000579
d:\New folder\project\data\r160\t0\t0_20.cif,2.4340271700939597,3.0,3.0,3.0,5,0,0,0,5,r160_t0_t0_20.cif,160,0.0,20,0.5980500000000575
d:\New folder\project\data\r160\t0\t0_200.cif,3.0,3.0,2.388233493580441,3.0,0,0,2,0,2,r160_t0_t0_200.cif,160,0.0,200,0.4101900000000569
d:\New folder\project\data\r160\t0\t0_220.cif,2.453274291208226,3.0,2.235005337480148,3.0,2,0,2,0,4,r160_t0_t0_220.cif,160,0.0,220,0.3481900000000451
d:\New folder\project\data\r160\t0\t0_240.cif,2.4199474197123245,3.0,2.3835777339582878,3.0,4,0,2,0,6,r160_t0_t0_240.cif,160,0.0,240,0.2568899999999985
d:\New folder\project\data\r160\t0\t0_260.cif,2.2729513822599188,3.0,2.716225851746908,2.761213541979478,2,0,2,2,6,r160_t0_t0_260.cif,160,0.0,260,0.1278800000000046
d:\New folder\project\data\r160\t0\t0_280.cif,3.0,3.0,2.687029957462325,3.0,0,0,2,0,2,r160_t0_t0_280.cif,160,0.0,280,0.2237700000000586
d:\New folder\project\data\r160\t0\t0_300.cif,2.349578488347654,2.836381439908412,2.3598597086952315,3.0,6,2,6,0,14,r160_t0_t0_300.cif,160,0.0,300,-0.0509299999999939
d:\New folder\project\data\r160\t0\t0_320.cif,2.2628010644513568,2.768759497949442,2.264391015395221,1.977577444831277,4,2,6,1,13,r160_t0_t0_320.cif,160,0.0,320,-0.2132100000000036
d:\New folder\project\data\r160\t0\t0_340.cif,2.0394683362312795,3.0,3.0,3.0,2,0,0,0,2,r160_t0_t0_340.cif,160,0.0,340,0.5709900000000516
d:\New folder\project\data\r160\t0\t0_40.cif,2.3418270819447917,3.0,3.0,3.0,4,0,0,0,4,r160_t0_t0_40.cif,160,0.0,40,0.6208199999999806
d:\New folder\project\data\r160\t0\t0_60.cif,2.495493905156189,3.0,2.5643593520860963,3.0,1,0,2,0,3,r160_t0_t0_60.cif,160,0.0,60,0.5060900000000856
d:\New folder\project\data\r160\t0\t0_80.cif,3.0,3.0,2.4149231248308416,3.0,0,0,2,0,2,r160_t0_t0_80.cif,160,0.0,80,0.4834700000000111
d:\New folder\project\data\r160\t1.2\t1.2_0.cif,2.342989178183339,3.0,3.0,3.0,4,0,0,0,4,r160_t1.2_t1.2_0.cif,160,1.2,0,0.4604900000000498
d:\New folder\project\data\r160\t1.2\t1.2_100.cif,2.202089141621931,3.0,2.2028497566495657,3.0,2,0,2,0,4,r160_t1.2_t1.2_100.cif,160,1.2,100,0.2749600000000782
d:\New folder\project\data\r160\t1.2\t1.2_120.cif,2.281217834572878,3.0,2.6517849369492037,2.7983722647311304,2,0,2,2,6,r160_t1.2_t1.2_120.cif,160,1.2,120,0.2543900000000576
d:\New folder\project\data\r160\t1.2\t1.2_140.cif,2.2791620258501357,3.0,2.757209099917793,2.572154909284803,2,0,2,2,6,r160_t1.2_t1.2_140.cif,160,1.2,140,0.2884500000000116
d:\New folder\project\data\r160\t1.2\t1.2_160.cif,3.0,3.0,3.0,2.5025962980321736,0,0,0,2,2,r160_t1.2_t1.2_160.cif,160,1.2,160,0.246719999999982
d:\New folder\project\data\r160\t1.2\t1.2_180.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r160_t1.2_t1.2_180.cif,160,1.2,180,0.4167700000000423
d:\New folder\project\data\r160\t1.2\t1.2_20.cif,2.2717420392923695,3.0,3.0,3.0,2,0,0,0,2,r160_t1.2_t1.2_20.cif,160,1.2,20,0.5066300000000865
d:\New folder\project\data\r160\t1.2\t1.2_200.cif,3.0,3.0,2.7116676665237285,3.0,0,0,2,0,2,r160_t1.2_t1.2_200.cif,160,1.2,200,0.4718900000000303
d:\New folder\project\data\r160\t1.2\t1.2_220.cif,3.0,3.0,2.6865996381057826,3.0,0,0,2,0,2,r160_t1.2_t1.2_220.cif,160,1.2,220,0.4078600000000278
d:\New folder\project\data\r160\t1.2\t1.2_240.cif,2.3526929493681488,3.0,3.0,3.0,4,0,0,0,4,r160_t1.2_t1.2_240.cif,160,1.2,240,0.3071500000000924
d:\New folder\project\data\r160\t1.2\t1.2_260.cif,2.296098901298411,3.0,2.7952242972242214,3.0,2,0,4,0,6,r160_t1.2_t1.2_260.cif,160,1.2,260,0.1656500000000278
d:\New folder\project\data\r160\t1.2\t1.2_280.cif,2.3460655427193715,3.0,2.6678106780848343,3.0,2,0,6,0,8,r160_t1.2_t1.2_280.cif,160,1.2,280,0.0924600000000737
d:\New folder\project\data\r160\t1.2\t1.2_300.cif,2.318487661162903,2.739295767109463,2.223087348369546,1.9136551825393502,3,2,6,2,13,r160_t1.2_t1.2_300.cif,160,1.2,300,-0.2994099999999662
d:\New folder\project\data\r160\t1.2\t1.2_320.cif,2.321460196945983,2.761241092305757,1.9614887102998286,1.8385158469815215,2,2,4,2,10,r160_t1.2_t1.2_320.cif,160,1.2,320,-0.2972699999999122
d:\New folder\project\data\r160\t1.2\t1.2_340.cif,2.3270795837664515,3.0,2.7183654272573023,3.0,4,0,3,0,7,r160_t1.2_t1.2_340.cif,160,1.2,340,0.2633500000000595
d:\New folder\project\data\r160\t1.2\t1.2_40.cif,2.2846928061718854,3.0,3.0,3.0,2,0,0,0,2,r160_t1.2_t1.2_40.cif,160,1.2,40,0.5918000000000347
d:\New folder\project\data\r160\t1.2\t1.2_60.cif,2.278550277091973,3.0,2.2694014326225966,3.0,2,0,2,0,4,r160_t1.2_t1.2_60.cif,160,1.2,60,0.5347500000000309
d:\New folder\project\data\r160\t1.2\t1.2_80.cif,3.0,3.0,2.1692376921340806,3.0,0,0,2,0,2,r160_t1.2_t1.2_80.cif,160,1.2,80,0.4313600000000406
d:\New folder\project\data\r160\t2.4\t2.4_0.cif,2.4291424112969255,3.0,2.585456020631814,2.818357296890901,4,0,4,1,9,r160_t2.4_t2.4_0.cif,160,2.4,0,0.2198000000000775
d:\New folder\project\data\r160\t2.4\t2.4_100.cif,2.3523965339886193,3.0,2.5213646967460055,3.0,4,0,4,0,8,r160_t2.4_t2.4_100.cif,160,2.4,100,0.1408700000000635
d:\New folder\project\data\r160\t2.4\t2.4_120.cif,2.1488256257029272,3.0,2.6954636423694915,3.0,2,0,2,0,4,r160_t2.4_t2.4_120.cif,160,2.4,120,0.2647100000000364
d:\New folder\project\data\r160\t2.4\t2.4_140.cif,3.0,3.0,2.7100303564874078,3.0,0,0,2,0,2,r160_t2.4_t2.4_140.cif,160,2.4,140,0.3709300000000439
d:\New folder\project\data\r160\t2.4\t2.4_160.cif,3.0,3.0,2.7990146704804713,3.0,0,0,2,0,2,r160_t2.4_t2.4_160.cif,160,2.4,160,0.4745800000000599
d:\New folder\project\data\r160\t2.4\t2.4_180.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r160_t2.4_t2.4_180.cif,160,2.4,180,0.4506700000000592
d:\New folder\project\data\r160\t2.4\t2.4_20.cif,2.464947089693468,3.0,3.0,3.0,2,0,0,0,2,r160_t2.4_t2.4_20.cif,160,2.4,20,0.3631599999999935
d:\New folder\project\data\r160\t2.4\t2.4_200.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r160_t2.4_t2.4_200.cif,160,2.4,200,0.5702700000000505
d:\New folder\project\data\r160\t2.4\t2.4_220.cif,2.0319420151334446,3.0,3.0,3.0,2,0,0,0,2,r160_t2.4_t2.4_220.cif,160,2.4,220,0.4708400000000665
d:\New folder\project\data\r160\t2.4\t2.4_240.cif,2.213946759481547,3.0,2.587340167357566,2.6402493304052737,2,0,2,2,6,r160_t2.4_t2.4_240.cif,160,2.4,240,0.3630500000000438
d:\New folder\project\data\r160\t2.4\t2.4_260.cif,2.383688535135711,3.0,3.0,3.0,6,0,0,0,6,r160_t2.4_t2.4_260.cif,160,2.4,260,0.2681600000000799
d:\New folder\project\data\r160\t2.4\t2.4_280.cif,2.042692649772974,3.0,3.0,3.0,2,0,0,0,2,r160_t2.4_t2.4_280.cif,160,2.4,280,0.2621800000000576
d:\New folder\project\data\r160\t2.4\t2.4_300.cif,2.237822434465878,3.0,2.7986561301275885,3.0,4,0,3,0,7,r160_t2.4_t2.4_300.cif,160,2.4,300,0.2740499999999883
d:\New folder\project\data\r160\t2.4\t2.4_320.cif,2.2977320168698405,3.0,2.673613886965531,3.0,2,0,4,0,6,r160_t2.4_t2.4_320.cif,160,2.4,320,0.2291800000000421
d:\New folder\project\data\r160\t2.4\t2.4_340.cif,2.2586636282592263,3.0,2.590749460890972,3.0,2,0,3,0,5,r160_t2.4_t2.4_340.cif,160,2.4,340,0.2618800000000192
d:\New folder\project\data\r160\t2.4\t2.4_40.cif,2.1369571788287924,3.0,3.0,3.0,2,0,0,0,2,r160_t2.4_t2.4_40.cif,160,2.4,40,0.5832400000000462
d:\New folder\project\data\r160\t2.4\t2.4_60.cif,2.163870125657867,3.0,2.57526569188044,3.0,2,0,2,0,4,r160_t2.4_t2.4_60.cif,160,2.4,60,0.4493800000000192
d:\New folder\project\data\r160\t2.4\t2.4_80.cif,3.0,3.0,2.3642838759285048,3.0,0,0,2,0,2,r160_t2.4_t2.4_80.cif,160,2.4,80,0.3078300000000809
d:\New folder\project\data\r160\t3.6\t3.6_0.cif,3.0,3.0,2.750695962010814,3.0,0,0,2,0,2,r160_t3.6_t3.6_0.cif,160,3.6,0,0.3290200000000141
d:\New folder\project\data\r160\t3.6\t3.6_100.cif,3.0,3.0,2.635952708369274,3.0,0,0,2,0,2,r160_t3.6_t3.6_100.cif,160,3.6,100,0.2623600000000579
d:\New folder\project\data\r160\t3.6\t3.6_120.cif,2.3592444624565436,3.0,2.44611312644707,3.0,2,0,2,0,4,r160_t3.6_t3.6_120.cif,160,3.6,120,0.3371000000000776
d:\New folder\project\data\r160\t3.6\t3.6_140.cif,3.0,3.0,2.7512345871291757,3.0,0,0,2,0,2,r160_t3.6_t3.6_140.cif,160,3.6,140,0.3760800000000017
d:\New folder\project\data\r160\t3.6\t3.6_160.cif,3.0,2.7754821592020535,2.2515181633491856,2.482393476305644,0,2,4,2,8,r160_t3.6_t3.6_160.cif,160,3.6,160,-0.0913999999999077
d:\New folder\project\data\r160\t3.6\t3.6_180.cif,2.3215427471322387,3.0,3.0,3.0,2,0,0,0,2,r160_t3.6_t3.6_180.cif,160,3.6,180,0.5263200000000552
d:\New folder\project\data\r160\t3.6\t3.6_20.cif,3.0,3.0,3.0,2.7948380769896572,0,0,0,1,1,r160_t3.6_t3.6_20.cif,160,3.6,20,0.3189100000000735
d:\New folder\project\data\r160\t3.6\t3.6_200.cif,2.317222514338817,3.0,3.0,3.0,2,0,0,0,2,r160_t3.6_t3.6_200.cif,160,3.6,200,0.6004700000000867
d:\New folder\project\data\r160\t3.6\t3.6_220.cif,2.2935029030344816,3.0,3.0,3.0,4,0,0,0,4,r160_t3.6_t3.6_220.cif,160,3.6,220,0.4813500000000204
d:\New folder\project\data\r160\t3.6\t3.6_240.cif,2.32976711411097,3.0,3.0,3.0,4,0,0,0,4,r160_t3.6_t3.6_240.cif,160,3.6,240,0.4298700000000508
d:\New folder\project\data\r160\t3.6\t3.6_260.cif,2.2956899941083444,3.0,3.0,3.0,4,0,0,0,4,r160_t3.6_t3.6_260.cif,160,3.6,260,0.4278600000000097
d:\New folder\project\data\r160\t3.6\t3.6_280.cif,2.2409037837339274,3.0,3.0,3.0,2,0,0,0,2,r160_t3.6_t3.6_280.cif,160,3.6,280,0.4179700000000821
d:\New folder\project\data\r160\t3.6\t3.6_300.cif,2.4640172072276885,3.0,2.520259083013476,3.0,4,0,2,0,6,r160_t3.6_t3.6_300.cif,160,3.6,300,0.3486199999999826
d:\New folder\project\data\r160\t3.6\t3.6_320.cif,2.3465098756295903,3.0,2.4997962618362553,3.0,2,0,2,0,4,r160_t3.6_t3.6_320.cif,160,3.6,320,0.349550000000022
d:\New folder\project\data\r160\t3.6\t3.6_340.cif,2.3410049615942974,3.0,2.584596631958101,3.0,2,0,2,0,4,r160_t3.6_t3.6_340.cif,160,3.6,340,0.3198700000000372
d:\New folder\project\data\r160\t3.6\t3.6_40.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r160_t3.6_t3.6_40.cif,160,3.6,40,0.568520000000035
d:\New folder\project\data\r160\t3.6\t3.6_60.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r160_t3.6_t3.6_60.cif,160,3.6,60,0.5392300000000887
d:\New folder\project\data\r160\t3.6\t3.6_80.cif,2.3343583005460786,3.0,3.0,3.0,2,0,0,0,2,r160_t3.6_t3.6_80.cif,160,3.6,80,0.2762700000000677
d:\New folder\project\data\r160\t4.8\t4.8_0.cif,3.0,3.0,2.599793669638242,3.0,0,0,2,0,2,r160_t4.8_t4.8_0.cif,160,4.8,0,0.3188700000000608
d:\New folder\project\data\r160\t4.8\t4.8_100.cif,2.30005042124571,3.0,2.794794561598969,3.0,2,0,1,0,3,r160_t4.8_t4.8_100.cif,160,4.8,100,0.2693800000000692
d:\New folder\project\data\r160\t4.8\t4.8_120.cif,2.325617974396776,3.0,2.5618624794162597,3.0,4,0,2,0,6,r160_t4.8_t4.8_120.cif,160,4.8,120,0.3823399999999992
d:\New folder\project\data\r160\t4.8\t4.8_140.cif,2.4909582228759812,3.0,2.6407419322266783,3.0,1,0,2,0,3,r160_t4.8_t4.8_140.cif,160,4.8,140,0.4280300000000352
d:\New folder\project\data\r160\t4.8\t4.8_160.cif,2.315874626917777,3.0,3.0,3.0,4,0,0,0,4,r160_t4.8_t4.8_160.cif,160,4.8,160,0.4811500000000706
d:\New folder\project\data\r160\t4.8\t4.8_180.cif,2.3962754464695717,3.0,3.0,3.0,2,0,0,0,2,r160_t4.8_t4.8_180.cif,160,4.8,180,0.5457300000000487
d:\New folder\project\data\r160\t4.8\t4.8_20.cif,3.0,3.0,3.0,3.0,0,0,0,0,0,r160_t4.8_t4.8_20.cif,160,4.8,20,0.2889800000000377
